Player,embedding
Scott Laughton,"[0.11223778598781986,0.13171800400739084,0.12310934861974522,0.14876947688832776,0.09773088358596944,0.08782260775868042,0.11945347369911741,0.14809922829493927,0.10908529105079492,0.09724991694244264,0.10772460712650964,0.10181455260860005,0.08986860929375426,0.1291946336324547,0.0677864667397922,0.1610862039414289,0.14175032512310923,0.036122695703731264,0.1748253603908974,0.11801914759118123,0.13465307818347644,0.09661271497139046,0.1495209009344466,0.1525591314449895,0.1424463889391314,0.09187088008863056,0.06396231139690245,0.1638943913200555,0.09851748354503335,0.12672152307326756,0.11704680383817805,0.09279271620051566,0.15452065934818843,0.14597631044292797,0.18217963646638047,0.10035679405017466,0.13543517541409522,0.08887703327854103,0.10562528652920596,0.14762940532876,0.09888087034461404,0.1294617381693189,0.11773950110841526,0.11965307910512718,0.12193204406319375,0.1052041614261688,0.09809561249711354,0.1559426945336447,0.09514389245725761,0.14933319814064516,0.14666254203668577,0.07037864858688916,0.10335788842108379,0.11461166337767296,0.15084671497981922,0.09575754039924421,0.16174128782254987,0.09467906013614821,0.15301260425460664,0.18714814666783888,0.13389609228253077,0.08318396603926809,0.1762786120754962,0.0929438250731804]"
Adrian Kempe,"[0.11225126416849686,0.13164487958620288,0.12301706610156002,0.14866583756512222,0.0977809468516491,0.08796118282826912,0.11956706142785077,0.14816052768820553,0.10918246371861812,0.09728976344202289,0.10792682260179552,0.10180917611197528,0.08994563535418752,0.1293430430960312,0.06783503140619981,0.16098096959853475,0.14160683750306208,0.0361983410869433,0.17460728419285604,0.11789821109003111,0.13446388664693487,0.09683512744613541,0.1496110099531988,0.15243403074448106,0.14235579255591027,0.09204511326473044,0.0640367422744105,0.1638994722923682,0.09855508876500191,0.12657524706418471,0.1172454019631469,0.09262969414180572,0.15455391792642703,0.14584402048859052,0.18205334376855387,0.1004267660407555,0.13558054376927128,0.0889871236302356,0.10573181571705427,0.14749426040064392,0.09889277882452645,0.1295770961188937,0.11778969507485187,0.11970247686926169,0.12198733715593668,0.10511635266759126,0.09829845049726928,0.1557302526250555,0.09536331686534637,0.14925528728654872,0.1467874083550013,0.07052111140185734,0.10330999363916436,0.11463725021633805,0.15093160192429356,0.09589257180167433,0.16183413465165514,0.09491202487653533,0.15304992043220783,0.1869900986329684,0.1337582708394755,0.08330135444858923,0.1760018472875086,0.09299012105419328]"
Kurtis MacDermid,"[0.11225667867030886,0.13161093332098348,0.12298091484511454,0.14862225748663077,0.09779903605407585,0.08801498259391277,0.11961262000535694,0.14818789427177884,0.10922067866863489,0.09730475375974998,0.1080110538490645,0.10180357658339056,0.0899765507065076,0.12939843716920338,0.06785421907120283,0.16094137941904998,0.1415445024955644,0.03622524743505435,0.174517941057891,0.1178474974033726,0.13438345980520372,0.09692447922616033,0.14964841957309363,0.15238047101574603,0.1423192439084525,0.0921141627124329,0.06406549914649452,0.16390831558365496,0.09856404514190532,0.12651790889335085,0.11733006956363264,0.09256404476175094,0.1545695133348911,0.14578919331835238,0.18200238561412693,0.10045042669928392,0.1356432707186358,0.08902973820072493,0.10577298479549624,0.14744092545272838,0.09889906266596295,0.1296315003631915,0.11781371251256999,0.1197212253688272,0.12200849544182064,0.10507944780762613,0.09837501921205548,0.15564423677284864,0.0954526872259294,0.14922807647585312,0.14683896397098836,0.0705762916228311,0.10328705889519085,0.11464800185908308,0.1509657960454766,0.09594706116125407,0.16187712833780174,0.09501031208767884,0.15306845812850173,0.18692707857839977,0.13370552406270667,0.08334413069922962,0.1758849411463536,0.09300738930786309]"
Andrew Mangiapane,"[0.11224961084741039,0.13165851963915157,0.12302328328729882,0.14867895534726078,0.09777974885293332,0.08795397733711798,0.11955561420921594,0.1481496872605286,0.10917725851818338,0.09728965277265343,0.10790445531716422,0.10181491454727176,0.0899409727698099,0.12933994091405068,0.06783123110145292,0.16098306790992703,0.14162794599094444,0.03619893919834261,0.1746283307776986,0.11791239558839751,0.1344862757903724,0.0968182700826591,0.14960002820315216,0.15245140135621674,0.1423646181760682,0.09203281458255869,0.06403252441234208,0.16388664402865077,0.09856509127512272,0.12658443023224158,0.11722056102890253,0.09264386577111373,0.15454472690748508,0.14585912796783088,0.18206445104540872,0.10042935366287199,0.1355604660777493,0.08898004579332836,0.10572657024472588,0.14750309354880145,0.09889086409949158,0.12955334164875523,0.11777829234989448,0.11969983868166022,0.12198442013941359,0.1051277997745048,0.09829224000873285,0.15574877611896482,0.09534153091812599,0.14925503864336168,0.14677416117062267,0.07051149973897587,0.10332008654687455,0.11463304430229579,0.15092542341423681,0.09587935297019584,0.16181535164400146,0.09488418361039841,0.153039723144847,0.1870024485159096,0.1337639412638329,0.08329934987127978,0.17603467476291185,0.09298784559963887]"
Marc Staal,"[0.11225428943183098,0.13162234991820257,0.12299783444558442,0.14864014293192385,0.09778931680907327,0.08798940798285532,0.11959225630393182,0.1481779737016669,0.10920294324341875,0.09729724011706822,0.10797592393386966,0.1018032688164994,0.0899627273669071,0.1293702251129567,0.06784540479440396,0.16096133943604735,0.14156849560083754,0.03621033081946548,0.17455652376413405,0.1178683941989819,0.13441576101579758,0.09688455328924239,0.1496327691094141,0.15240169636774653,0.14233545402882325,0.09208253674705166,0.06405171925976937,0.1639100198273902,0.09855496701541328,0.12654471767364692,0.11729631063700215,0.09259320678793444,0.15456444592065094,0.14581231454925447,0.18202502829912667,0.10043619876238304,0.13561887686188467,0.08900939113379672,0.10575326681178289,0.14746557540336727,0.0988975034895173,0.1296138985994173,0.11780620492696398,0.11971197556958166,0.12199820463812731,0.10509458239374934,0.0983367411005572,0.15568215966742946,0.09541378176193728,0.14924363032936847,0.1468171320867784,0.070549952927486,0.10329427590968686,0.114643629392761,0.15095062970983705,0.09592295384059499,0.1618626810210335,0.0949702768850884,0.1530631550182825,0.18695571380711185,0.13373128105276375,0.08332141379196548,0.17593260069778938,0.09299861171607215]"
Jesper Fast,"[0.11226401459858801,0.13156967124115246,0.12293105916797822,0.1485650949235103,0.0978255566072731,0.08808938953814681,0.1196744677888456,0.14822213673946114,0.10927285691273425,0.09732583196428211,0.10812187229786215,0.10179955131669254,0.09001807730180714,0.1294771507530478,0.06788051207946602,0.1608853679290602,0.1414648007554542,0.036265007823050706,0.1743986968739965,0.11778101783997229,0.13427934538207992,0.09704500984729456,0.14969788710217707,0.15231116191112173,0.14226975642776485,0.09220832758834259,0.0641054984896101,0.16391340436223337,0.0985819146225597,0.12643906411334793,0.11743946225398218,0.09247553897412121,0.15458860171007416,0.14571654180650107,0.18193351774325503,0.10048669763899878,0.13572365492859204,0.08908899669017746,0.10583005634919156,0.1473679101486195,0.09890576037191857,0.1296968574765723,0.11784233137320688,0.11974763806847658,0.1220380885711596,0.10503100933170094,0.0984831033003275,0.1555285436269029,0.0955724636906974,0.14918704353296677,0.1469071498783667,0.07065316047160243,0.10325982633737765,0.11466219723312199,0.1510116414471704,0.09602064615550915,0.16192953406253097,0.09513847783652747,0.15309001195207103,0.18684118379615003,0.13363175296598387,0.08340629161855222,0.17573235562309988,0.09303215165324372]"
Dylan McIlrath,"[0.11227052953344809,0.1315419032423004,0.12287997633060084,0.14851597584407475,0.09785647096735972,0.08816840978048178,0.11973265982944124,0.14824667947608663,0.10932761781241825,0.09735064036125701,0.10822104088687055,0.10180452293249402,0.0900604144009284,0.12956792528220826,0.0679066225993874,0.16082085554624237,0.1414013616732244,0.036314661736419326,0.17428696843075656,0.11772268560109794,0.1341891554963683,0.09716432819644599,0.14974102415838564,0.15225415479210236,0.1422230571823463,0.09230346114491789,0.06414770684354455,0.16389838430417125,0.09861941371153701,0.12635748293398402,0.11753242481309185,0.0923900589969864,0.1545980838098117,0.14565168123148256,0.18186710518035684,0.10053542430953841,0.13578913613507726,0.08915058555972802,0.10589118210088913,0.14729311293560654,0.09890978331202221,0.12973743395771303,0.1178585935575599,0.11977600857533799,0.12206972699900122,0.10498979630733324,0.09860480968651303,0.1554172034026165,0.09568427193630041,0.14913579945057331,0.14696917697050993,0.07073250703403786,0.10324330108907402,0.11467322577118735,0.15105716043473288,0.09608997004718715,0.16196315728084465,0.09524985038028339,0.153099824838267,0.18675589018745137,0.13355094990124874,0.0834795074576956,0.1755992534263927,0.09305914723968203]"
Ryan McDonagh,"[0.11226609318775807,0.1315611891818307,0.12291424305255876,0.14854940997805455,0.09783589208393281,0.08811562469097833,0.11969332000446342,0.14822970694002277,0.10929105874957065,0.09733419849016732,0.10815386530618365,0.10180157438207423,0.09003210205349614,0.12950767651855105,0.06788904781657808,0.16086367398737608,0.14144479618257835,0.036281845065537305,0.1743623931401465,0.11776228601472453,0.13425034479770423,0.09708421355189616,0.149711665922258,0.15229309981759837,0.14225463737653396,0.09223965618238202,0.06411946692863812,0.16390747995800992,0.09859532566902852,0.12641209284903382,0.11746921869757662,0.09244760315595356,0.15459114326337328,0.14569568940797994,0.18191187074082515,0.10050336566833959,0.1357444142092599,0.08910931949827207,0.1058503932654503,0.14734323186919984,0.09890703258314298,0.1297089642734,0.1178470285059455,0.11975705055124601,0.12204858663314057,0.10501789297457785,0.09852386105463481,0.1554922070046133,0.09560871976015005,0.1491697534149565,0.146927233295347,0.0706792619360446,0.10325488780884985,0.11466559395229071,0.15102665085289219,0.096043129450797,0.1619396255522624,0.09517422578347337,0.15309260840027644,0.18681323535506464,0.13360480368226121,0.08343089340034711,0.1756896122080338,0.0930410730153424]"
Kevin Hayes,"[0.11223509474656024,0.13174217457130122,0.12312153212708424,0.14879246131765944,0.09772808057169796,0.08780682615881137,0.11943354625426596,0.14808072322054427,0.10907345643763974,0.0972477562077798,0.10768359403160774,0.10182446265181028,0.08985797956702093,0.12918467613759488,0.06777932027217648,0.1610934151980173,0.14178734283570044,0.036121304671229634,0.1748646678906242,0.11804480703783087,0.13469470377402348,0.09657886026904568,0.14950175464894686,0.15258946505845503,0.142462150265551,0.09184633108562426,0.06395366994355728,0.16387371457426692,0.09853114951994897,0.12674027315013928,0.11700147222435225,0.09281948696218896,0.1545065892855835,0.14600317243081412,0.18220043469192446,0.10035883443485785,0.13539926617859352,0.08886336380693194,0.10561362457956196,0.14764744878496897,0.09887626624129853,0.12942034784639542,0.11772005409343711,0.11964785585476652,0.12192602826601484,0.10522396772381737,0.09807920822025554,0.15597799976600873,0.09510420654580372,0.14933432409364783,0.14663821969531365,0.07036055091200416,0.10337565075495754,0.114605026622718,0.1508338392005078,0.09573386311296189,0.16170920315741294,0.09462844313996466,0.152995684578397,0.18717180560550237,0.13390941225168335,0.08317779049227655,0.17633839125595827,0.0929394892309338]"
Jayson Megna,"[0.1122540111048828,0.13162935341185,0.12299653251153098,0.14864374690532106,0.09779215456349848,0.08799269040408066,0.11959127888059189,0.14817316866273947,0.10920478485985967,0.09729940500411373,0.10797089552603163,0.1018083035396951,0.08996345372033841,0.12937753723957987,0.0678456947836883,0.16095628644869858,0.1415763802412453,0.03621610860327304,0.17455927626177548,0.11787201640399685,0.13442234167496978,0.09688510894511192,0.1496301153269667,0.15240748590584216,0.14233622950813288,0.09208411488057937,0.06405342522135093,0.163899093527537,0.09856564191248017,0.12654236477042283,0.11728855877866205,0.09259377090956956,0.15455973949956503,0.14581557000067807,0.1820255274454669,0.10044338483968449,0.13561172943496597,0.08901147667705381,0.10575606199387201,0.14746383062318802,0.09889589375697332,0.12960109164191255,0.11779985896725023,0.11971342668066833,0.12199970979747661,0.10509779724364943,0.09834521862564896,0.1556832065838318,0.09541104153132211,0.1492374608096009,0.1468146131285024,0.07055243320207011,0.10329992071096544,0.11464226272901677,0.15095085448974954,0.09592172381030915,0.16185313388010317,0.09496261134775852,0.1530571129792254,0.1869550369950907,0.1337267164159572,0.08332821785810976,0.17594156473099973,0.09300027978942586]"
Chris Kreider,"[0.11226119054369181,0.13158680466582884,0.12294915331023738,0.1485873011855645,0.09781648425532061,0.08806287330439438,0.11965118764456648,0.14820811351063434,0.10925420443702287,0.09731873027724822,0.10807951843609095,0.10180235150788285,0.09000306345589958,0.12945022701593667,0.06787084007891496,0.16090454126328685,0.14149649012615828,0.03625195949223002,0.17444354688824884,0.11780661813104219,0.13431953867298985,0.09700073894036888,0.1496787665426754,0.15233846382484614,0.14228836402516887,0.09217400323601503,0.06409117879823953,0.1639085106591754,0.09857843163652683,0.12646751474040824,0.11739694047010646,0.09250841455491272,0.15458007515152847,0.14574438968289105,0.18195915574259905,0.1004753232104895,0.135691963602673,0.08906761662344434,0.10580980513675171,0.14739437265206354,0.09890298255247804,0.12966919689078207,0.11782997414187875,0.11973825217190533,0.12202756151827528,0.10504989768119534,0.09844564813004972,0.1555715944411868,0.09552732460665637,0.14920057214815957,0.1468812503561307,0.07062530934364446,0.10327139831982143,0.11465647443931239,0.15099486069089008,0.09599298824177087,0.16190748554918946,0.09508898771615708,0.15308032251564246,0.1868727817547484,0.13365767413611707,0.08338519146611545,0.1757912310623429,0.09302338750751638]"
Mats Zuccarello,"[0.11224687450501178,0.13166746229245543,0.12304694492560699,0.14869896679425326,0.09776440120333849,0.087916454767161,0.11953025653221505,0.14814125066655437,0.10915132261580959,0.09727697889605402,0.10786237014761198,0.10181014866224213,0.08992114273357825,0.12929486241660118,0.06781931679105323,0.16101504535628508,0.1416522228947944,0.03617347772071043,0.1746771282320584,0.11793674501314123,0.13452370020942972,0.09676388298206885,0.14958210068339708,0.15247381801298326,0.14238507293649322,0.091989021687193,0.0640126041700804,0.16389909646261172,0.09854221388124532,0.1266224598833557,0.11718256769279586,0.09268207379393846,0.15454331430024584,0.14588642402726515,0.18209399836796192,0.10040355420535327,0.13553462066932684,0.08895134208246938,0.1056974148149917,0.14753780118093435,0.09888951022276884,0.1295415750990307,0.11777423909398783,0.11968635727057662,0.12196937075746345,0.10514446531179168,0.09823264150668991,0.15579842149894277,0.09529280535164258,0.14928120523222027,0.14674753156816306,0.07047471363368837,0.1033246324177583,0.11462894549039294,0.15090453824743694,0.09584899566662132,0.16180526215135052,0.0948379963211265,0.1530384931930407,0.18704108628998187,0.13380289695263045,0.08326281732824806,0.17608982553638966,0.09297488412596903]"
Frans Nielsen,"[0.11224336674157122,0.1316933239559862,0.12306533196674692,0.1487272053103702,0.09775732680690874,0.08789113177910486,0.11950325433875032,0.14812063749750706,0.10913313627017328,0.0972719436248576,0.10781084347426823,0.10181831135474123,0.0899059211548942,0.12927336435923864,0.06780904767129757,0.1610302854185929,0.1416952552836116,0.03616535166350588,0.1747288158598129,0.11796850524007998,0.13457416263252212,0.09671653775303912,0.14955822448400832,0.1525098962223357,0.14240630584920355,0.09195327293021703,0.06399873523944712,0.16388227115825865,0.09854994917611697,0.12665104457771872,0.11712812486414446,0.09271871129067014,0.1545284765745681,0.14592042639559324,0.18212243879020096,0.10039862829403932,0.13549253584406998,0.0889299236922649,0.10567828810718603,0.14756467524398675,0.09888522037671868,0.12949814414346406,0.11775413948206154,0.11967743652523023,0.12195935387120375,0.10516870812519077,0.09820092934785611,0.1558463067098935,0.09524039629831886,0.14928962211906677,0.14671643492057757,0.07044660591288851,0.10334310371452199,0.114621033760717,0.15088661714896365,0.09581717395073801,0.16177098076869492,0.09477597912754875,0.15302150238086232,0.18707478863231897,0.1338262239619853,0.0832468051594205,0.17616323731420136,0.09296694325896827]"
