first_player,second_player,faceoffs_together_count
Jakob Silfverberg,Dylan Larkin,1
Chris Wagner,Dylan Larkin,1
Jonathan Huberdeau,Dylan Larkin,1
Sebastian Aho,Dylan Larkin,1
Sam Gagner,Dylan Larkin,1
Brayden Schenn,Dylan Larkin,1
Jeff Skinner,Dylan Larkin,1
Brock Boeser,Dylan Larkin,1
Jujhar Khaira,Dylan Larkin,1
Elias Lindholm,Dylan Larkin,1
Tyler Motte,Dylan Larkin,1
William Nylander,Dylan Larkin,1
Joe Pavelski,Dylan Larkin,1
Mattias Janmark,Dylan Larkin,1
Jamie Benn,Dylan Larkin,1
Kyle Turris,Dylan Larkin,1
Mikael Granlund,Dylan Larkin,1
Ryan Nugent-Hopkins,Luke Glendening,1
Mark Jankowski,Luke Glendening,1
Brock Boeser,Luke Glendening,1
Tanner Pearson,Luke Glendening,1
William Nylander,Luke Glendening,1
Nick Shore,Luke Glendening,1
Mitchell Marner,Luke Glendening,1
Max Domi,Luke Glendening,1
Derek Grant,Luke Glendening,1
Calle Jarnkrok,Luke Glendening,1
Tyler Seguin,Luke Glendening,1
Tyson Jost,Riley Sheahan,1
Logan Couture,Riley Sheahan,1
Ryan Getzlaf,Riley Sheahan,1
Ondrej Kase,Riley Sheahan,1
Wayne Simmonds,Riley Sheahan,1
Denis Malgin,Riley Sheahan,1
Aleksander Barkov,Riley Sheahan,1
Frank Vatrano,Riley Sheahan,1
Brett Connolly,Riley Sheahan,1
Tom Wilson,Riley Sheahan,1
Nic Dowd,Riley Sheahan,1
Evgeny Kuznetsov,Riley Sheahan,1
Mikko Koivu,Riley Sheahan,1
Luke Kunin,Riley Sheahan,1
Bryan Little,Riley Sheahan,1
Tyler Pitlick,Riley Sheahan,1
Andrew Shaw,Riley Sheahan,1
Drake Caggiula,Riley Sheahan,1
Casey Cizikas,Riley Sheahan,1
Anthony Beauvillier,Riley Sheahan,1
Anders Lee,Riley Sheahan,1
Jeff Carter,Andreas Athanasiou,1
William Karlsson,Andreas Athanasiou,1
Sean Kuraly,Andreas Athanasiou,1
Charlie Coyle,Andreas Athanasiou,1
David Krejci,Andreas Athanasiou,1
Nick Bonino,Andreas Athanasiou,1
Denis Malgin,Andreas Athanasiou,1
Sebastian Aho,Andreas Athanasiou,1
Sam Gagner,Andreas Athanasiou,1
Brayden Schenn,Andreas Athanasiou,1
Brandon Sutter,Andreas Athanasiou,1
Mikael Backlund,Andreas Athanasiou,1
Derek Grant,Andreas Athanasiou,1
William Nylander,Andreas Athanasiou,1
Derek Grant,Anthony Mantha,1
William Karlsson,Anthony Mantha,1
Chris Wagner,Anthony Mantha,1
Patrice Bergeron,Anthony Mantha,1
Charlie Coyle,Anthony Mantha,1
Noel Acciari,Anthony Mantha,1
Sebastian Aho,Anthony Mantha,1
Ryan O'Reilly,Anthony Mantha,1
Brandon Sutter,Anthony Mantha,1
Riley Sheahan,Anthony Mantha,1
Connor McDavid,Anthony Mantha,1
Bo Horvat,Anthony Mantha,1
Auston Matthews,Anthony Mantha,1
Phillip Danault,Anthony Mantha,1
Tyler Seguin,Anthony Mantha,1
Nick Schmaltz,Tomas Tatar,1
Auston Matthews,Tomas Tatar,1
William Nylander,Tomas Tatar,1
Logan Couture,Tomas Tatar,1
Steven Stamkos,Tomas Tatar,1
John Tavares,Tomas Tatar,1
Riley Sheahan,Tim Heed,1
Max Pacioretty,Ryan Carpenter,1
Jared McCann,Ryan Carpenter,1
Nick Bjugstad,Ryan Carpenter,1
Jay Beagle,Ryan Carpenter,1
Patrick Marleau,Ryan Carpenter,1
Ryan Getzlaf,Ryan Carpenter,1
Derek Grant,Ryan Carpenter,1
Trevor Lewis,Ryan Carpenter,1
Brock McGinn,Ryan Carpenter,1
Brandon Pirri,Ryan Carpenter,1
Lars Eller,Ryan Carpenter,1
Nic Dowd,Ryan Carpenter,1
Pierre-Luc Dubois,Ryan Carpenter,1
Boone Jenner,Ryan Carpenter,1
Riley Nash,Ryan Carpenter,1
James Neal,Ryan Carpenter,1
Michael Raffl,Ryan Carpenter,1
Logan Couture,Ryan Carpenter,1
Jay Beagle,Timo Meier,1
Sean Kuraly,Timo Meier,1
David Krejci,Timo Meier,1
Nick Bonino,Timo Meier,1
Matt Duchene,Timo Meier,1
Radek Faksa,Jake DeBrusk,1
Vincent Trocheck,Anders Bjork,1
Denis Malgin,Anders Bjork,1
Sebastian Aho,Johan Larsson,1
Ryan Dzingel,Johan Larsson,1
Yanni Gourde,Johan Larsson,1
Tyler Johnson,Johan Larsson,1
Josh Bailey,Johan Larsson,1
Chandler Stephenson,Johan Larsson,1
Valtteri Filppula,Johan Larsson,1
Jacob de la Rose,Johan Larsson,1
Andreas Athanasiou,Johan Larsson,1
Frans Nielsen,Johan Larsson,1
Ryan Strome,Johan Larsson,1
Jakob Silfverberg,Johan Larsson,1
Nick Ritchie,Johan Larsson,1
Derek Grant,Johan Larsson,1
Tyler Seguin,Johan Larsson,1
Colton Sceviour,Johan Larsson,1
Brett Connolly,Johan Larsson,1
Jonathan Huberdeau,Johan Larsson,1
Brendan Gallagher,Johan Larsson,1
Boone Jenner,Johan Larsson,1
Gustav Nyquist,Johan Larsson,1
Nico Hischier,Johan Larsson,1
Anthony Cirelli,Lias Andersson,1
Aleksander Barkov,Lias Andersson,1
Denis Malgin,Lias Andersson,1
David Backes,Lias Andersson,1
Patrice Bergeron,Lias Andersson,1
Nicklas Backstrom,Lias Andersson,1
Evgeny Kuznetsov,Lias Andersson,1
Mark Letestu,Lias Andersson,1
Mark Scheifele,Lias Andersson,1
Adam Lowry,Lias Andersson,1
Blake Wheeler,Lias Andersson,1
Tyler Ennis,Lias Andersson,1
Anthony Cirelli,Pavel Buchnevich,1
Jean-Gabriel Pageau,Pavel Buchnevich,1
Patrice Bergeron,Pavel Buchnevich,1
Nicklas Backstrom,Pavel Buchnevich,1
Adam Lowry,Pavel Buchnevich,1
Pavel Zacha,Pavel Buchnevich,1
Charlie Coyle,Mika Zibanejad,1
Jeff Skinner,Mika Zibanejad,1
Nick Schmaltz,Mika Zibanejad,1
Josh Leivo,Mika Zibanejad,1
Nic Dowd,Mika Zibanejad,1
Evgeny Kuznetsov,Mika Zibanejad,1
Wayne Simmonds,Mika Zibanejad,1
Markus Granlund,Mika Zibanejad,1
Tyler Ennis,Mika Zibanejad,1
Artem Anisimov,Mika Zibanejad,1
Mathieu Perreault,Mika Zibanejad,1
Mark Letestu,Mika Zibanejad,1
Evgeni Malkin,Filip Chytil,1
Nick Bjugstad,Filip Chytil,1
Colton Sceviour,Filip Chytil,1
Vincent Trocheck,Filip Chytil,1
Jordan Staal,Filip Chytil,1
Dylan Larkin,Filip Chytil,1
Cedric Paquette,Filip Chytil,1
Yanni Gourde,Filip Chytil,1
Ryan Johansen,Filip Chytil,1
Kyle Turris,Filip Chytil,1
Chris Tierney,Filip Chytil,1
Evander Kane,Colton Sissons,1
Matt Nieto,Colton Sissons,1
J.T. Compher,Colton Sissons,1
Tyson Jost,Colton Sissons,1
Nathan MacKinnon,Colton Sissons,1
Pierre-Edouard Bellemare,Colton Sissons,1
Ryan Strome,Colton Sissons,1
Andrew Shaw,Colton Sissons,1
Ryan Carpenter,Colton Sissons,1
Ondrej Palat,Colton Sissons,1
Cedric Paquette,Colton Sissons,1
Yanni Gourde,Colton Sissons,1
Marcus Foligno,Colton Sissons,1
Jakob Silfverberg,Colton Sissons,1
Derek Grant,Colton Sissons,1
Frank Vatrano,Colton Sissons,1
Brad Richardson,Colton Sissons,1
Clayton Keller,Colton Sissons,1
Derek Stepan,Colton Sissons,1
Justin Abdelkader,Colton Sissons,1
Dylan Larkin,Jonathan Marchessault,1
Nicklas Backstrom,Jonathan Marchessault,1
Alexander Kerfoot,Jonathan Marchessault,1
William Nylander,Jonathan Marchessault,1
Alexander Wennberg,Jonathan Marchessault,1
Max Domi,Jonathan Marchessault,1
Andrew Shaw,Jonathan Marchessault,1
Vladislav Namestnikov,Jonathan Marchessault,1
Ryan Johansen,Jonathan Marchessault,1
Calle Jarnkrok,Jonathan Marchessault,1
Mark Jankowski,Jonathan Marchessault,1
Carl Soderberg,Jonathan Marchessault,1
Derek Stepan,Jonathan Marchessault,1
Brad Marchand,Jonathan Marchessault,1
Sam Reinhart,Derek Stepan,1
Marcus Johansson,Derek Stepan,1
Matt Duchene,Derek Stepan,1
Ryan Getzlaf,Derek Stepan,1
Adam Henrique,Derek Stepan,1
Riley Nash,Max Domi,1
Max Pacioretty,Max Domi,1
Carl Soderberg,Max Domi,1
Jason Spezza,Max Domi,1
Evander Kane,Max Domi,1
Kyle Okposo,Max Domi,1
Josh Bailey,Brad Richardson,1
Mathew Barzal,Brad Richardson,1
Ryan Strome,Brad Richardson,1
Gabriel Landeskog,Brad Richardson,1
Ryan Getzlaf,Brad Richardson,1
Tyler Bozak,Christian Dvorak,1
Nic Dowd,Christian Dvorak,1
Nick Foligno,Christian Dvorak,1
Sam Bennett,Christian Dvorak,1
Mikael Backlund,Christian Dvorak,1
Leon Draisaitl,Christian Dvorak,1
Markus Granlund,Christian Dvorak,1
Matt Calvert,Christian Dvorak,1
Evan Rodrigues,Christian Dvorak,1
Kyle Okposo,Christian Dvorak,1
Josh Bailey,Christian Dvorak,1
Adam Lowry,Christian Dvorak,1
Adam Henrique,Christian Dvorak,1
Jakob Silfverberg,Christian Dvorak,1
Chris Wagner,Christian Dvorak,1
Max Domi,Jordan Martinook,1
Nic Dowd,Jordan Martinook,1
Eric Staal,Jordan Martinook,1
Christian Dvorak,Tobias Rieder,1
Carl Soderberg,Tobias Rieder,1
Nick Schmaltz,Tobias Rieder,1
Eric Staal,Christian Fischer,1
Nicklas Backstrom,Christian Fischer,1
Evgeny Kuznetsov,Christian Fischer,1
Riley Nash,Clayton Keller,1
Elias Lindholm,Clayton Keller,1
Mikael Backlund,Clayton Keller,1
Evgeny Kuznetsov,Nick Cousins,1
Boone Jenner,Nick Cousins,1
Chris Wagner,Nick Cousins,1
Derek Stepan,Nick Cousins,1
Nick Schmaltz,Nick Cousins,1
Jason Spezza,Nick Cousins,1
Chris Wagner,Nic Petan,1
Vinnie Hinostroza,Anthony Duclair,1
John Tavares,Anthony Duclair,1
Victor Rask,Lawson Crouse,1
Ryan O'Reilly,Lawson Crouse,1
Sam Bennett,Lawson Crouse,1
Mikael Backlund,Lawson Crouse,1
Ryan Nugent-Hopkins,Lawson Crouse,1
Nathan MacKinnon,Lawson Crouse,1
Jack Eichel,Lawson Crouse,1
Casey Cizikas,Lawson Crouse,1
Patrik Laine,Lawson Crouse,1
Carl Soderberg,Brayden Schenn,1
Christian Dvorak,Brayden Schenn,1
Vinnie Hinostroza,Brayden Schenn,1
Nick Schmaltz,Brayden Schenn,1
Elias Lindholm,Brayden Schenn,1
Ryan Nugent-Hopkins,Brayden Schenn,1
Nick Foligno,Brayden Schenn,1
Nathan MacKinnon,Brayden Schenn,1
Gabriel Landeskog,Brayden Schenn,1
Leo Komarov,Brayden Schenn,1
Andrew Cogliano,Brayden Schenn,1
Jeff Carter,Ryan Hartman,1
Brayden Schenn,Ryan Hartman,1
Tyler Bozak,Ryan Hartman,1
Ryan O'Reilly,Ryan Hartman,1
Max Domi,Ryan Hartman,1
Gabriel Landeskog,Ryan Hartman,1
Nazem Kadri,Ryan Hartman,1
Jay Beagle,Travis Zajac,1
Nick Schmaltz,Travis Zajac,1
Derek Stepan,Travis Zajac,1
Clayton Keller,Travis Zajac,1
Chris Wagner,Travis Zajac,1
Blake Wheeler,Travis Zajac,1
Mark Jankowski,Pavel Zacha,1
Adam Lowry,Pavel Zacha,1
Bryan Little,Pavel Zacha,1
Jordan Staal,Pavel Zacha,1
Chris Wagner,Pavel Zacha,1
Marcus Johansson,Pavel Zacha,1
Adam Lowry,Kyle Palmieri,1
Christian Dvorak,Oskar Sundqvist,1
Derek Stepan,Oskar Sundqvist,1
Christian Fischer,Oskar Sundqvist,1
Mikael Backlund,Oskar Sundqvist,1
Sean Monahan,Oskar Sundqvist,1
Mark Jankowski,Oskar Sundqvist,1
Victor Rask,Oskar Sundqvist,1
Gabriel Landeskog,Oskar Sundqvist,1
Micheal Ferland,Oskar Sundqvist,1
Mathew Barzal,Oskar Sundqvist,1
Leo Komarov,Oskar Sundqvist,1
Josh Bailey,Oskar Sundqvist,1
Anders Lee,Oskar Sundqvist,1
Phillip Danault,Oskar Sundqvist,1
Artem Anisimov,Oskar Sundqvist,1
John Tavares,Oskar Sundqvist,1
Tyler Seguin,Oskar Sundqvist,1
Jonathan Toews,Jake Guentzel,1
Claude Giroux,Jake Guentzel,1
Mark Letestu,Jake Guentzel,1
Bo Horvat,Carter Rowney,1
Bryan Little,Carter Rowney,1
Andrew Copp,Carter Rowney,1
Nazem Kadri,Carter Rowney,1
Matt Duchene,Carter Rowney,1
Mark Jankowski,Carter Rowney,1
Sidney Crosby,Carter Rowney,1
Derek Stepan,Carter Rowney,1
Nick Bonino,Michael Frolik,1
Bo Horvat,Michael Frolik,1
Jamie Benn,Michael Frolik,1
Mark Scheifele,Alex Chiasson,1
Sam Reinhart,Anthony Cirelli,1
Mathew Barzal,Anthony Cirelli,1
Cal Clutterbuck,Anthony Cirelli,1
Travis Zajac,Anthony Cirelli,1
Gabriel Landeskog,Anthony Cirelli,1
Jordan Martinook,Anthony Cirelli,1
Marcus Johansson,Yanni Gourde,1
Sidney Crosby,Yanni Gourde,1
Pierre-Edouard Bellemare,Yanni Gourde,1
Nazem Kadri,Yanni Gourde,1
Tyson Jost,Yanni Gourde,1
Jason Spezza,Yanni Gourde,1
Jamie Benn,J.T. Miller,1
Matt Duchene,J.T. Miller,1
Blake Wheeler,J.T. Miller,1
Logan Shaw,J.T. Miller,1
Jonathan Toews,J.T. Miller,1
Brayden Schenn,J.T. Miller,1
Evander Kane,J.T. Miller,1
Adam Henrique,J.T. Miller,1
Carter Rowney,J.T. Miller,1
Tom Wilson,J.T. Miller,1
Oskar Sundqvist,J.T. Miller,1
Ryan Nugent-Hopkins,J.T. Miller,1
Kyle Okposo,Cedric Paquette,1
Mathew Barzal,Cedric Paquette,1
Brock Nelson,Cedric Paquette,1
Josh Bailey,Cedric Paquette,1
Travis Zajac,Cedric Paquette,1
Wayne Simmonds,Cedric Paquette,1
Brett Connolly,Alex Killorn,1
Artem Anisimov,Alex Killorn,1
Ryan Strome,Tyler Johnson,1
Pierre-Edouard Bellemare,Tyler Johnson,1
Nathan MacKinnon,Tyler Johnson,1
Chris Wagner,Tyler Johnson,1
Max Domi,Tyler Johnson,1
Phillip Danault,Tyler Johnson,1
Alexander Kerfoot,Tyler Johnson,1
Ryan Getzlaf,Adam Erne,1
Zemgus Girgensons,Steven Stamkos,1
Josh Bailey,Steven Stamkos,1
Mathew Barzal,Steven Stamkos,1
Sidney Crosby,Steven Stamkos,1
Chris Wagner,Steven Stamkos,1
Artem Anisimov,Steven Stamkos,1
Alexander Kerfoot,Steven Stamkos,1
John Tavares,Steven Stamkos,1
Zemgus Girgensons,Brayden Point,1
Jeff Skinner,Brayden Point,1
Mathew Barzal,Brayden Point,1
Gabriel Landeskog,Brayden Point,1
Nathan MacKinnon,Brayden Point,1
Alexander Kerfoot,Brayden Point,1
Travis Zajac,Brett Ritchie,1
Tyson Jost,Radek Faksa,1
Carter Rowney,Radek Faksa,1
Oliver Bjorkstrand,Radek Faksa,1
Zemgus Girgensons,Radek Faksa,1
Sam Reinhart,Radek Faksa,1
Evan Rodrigues,Radek Faksa,1
Tobias Rieder,Radek Faksa,1
Tom Wilson,Radek Faksa,1
Oskar Sundqvist,Radek Faksa,1
Ryan O'Reilly,Radek Faksa,1
Chris Wagner,Radek Faksa,1
Mathew Barzal,Tyler Pitlick,1
Jason Dickinson,Tyler Pitlick,1
Tyson Jost,Connor McDavid,1
Pierre-Edouard Bellemare,Connor McDavid,1
Derek Grant,Connor McDavid,1
Clayton Keller,Connor McDavid,1
Oliver Bjorkstrand,Connor McDavid,1
Eric Staal,Connor McDavid,1
Adam Lowry,Connor McDavid,1
Sean Couturier,Connor McDavid,1
Ryan Strome,Connor McDavid,1
Kyle Palmieri,Connor McDavid,1
Jeff Carter,Drake Caggiula,1
Boone Jenner,Drake Caggiula,1
Mathew Barzal,Brock McGinn,1
Phillip Danault,Brock McGinn,1
Steven Stamkos,Brock McGinn,1
Anthony Cirelli,Brock McGinn,1
Jeff Skinner,Sebastian Aho,1
Curtis Lazar,Sebastian Aho,1
Taylor Hall,Sebastian Aho,1
Travis Zajac,Sebastian Aho,1
Mikael Backlund,Sebastian Aho,1
Jakob Silfverberg,Sebastian Aho,1
Evander Kane,Sebastian Aho,1
Josh Bailey,Sebastian Aho,1
Leo Komarov,Sebastian Aho,1
Gemel Smith,Sebastian Aho,1
Lars Eller,Sebastian Aho,1
Phillip Danault,Sebastian Aho,1
Mark Jankowski,Valentin Zykov,1
Jack Eichel,Teuvo Teravainen,1
Ryan Strome,Teuvo Teravainen,1
Sean Monahan,Teuvo Teravainen,1
Nick Foligno,Teuvo Teravainen,1
Anthony Cirelli,Teuvo Teravainen,1
Tyler Seguin,Derek Ryan,1
Andrew Cogliano,Derek Ryan,1
Jamie Benn,Derek Ryan,1
Derek Stepan,Derek Ryan,1
Christian Dvorak,Derek Ryan,1
Clayton Keller,Derek Ryan,1
Nick Schmaltz,Derek Ryan,1
Riley Nash,Derek Ryan,1
Nick Bonino,Derek Ryan,1
Nikolaj Ehlers,Derek Ryan,1
Claude Giroux,Derek Ryan,1
Jakub Voracek,Derek Ryan,1
Sean Couturier,Derek Ryan,1
Tyler Toffoli,Derek Ryan,1
Brandon Sutter,Derek Ryan,1
Matt Calvert,Derek Ryan,1
Gabriel Landeskog,Derek Ryan,1
Ryan Strome,Bryan Rust,1
Ryan Hartman,Joseph Blandisi,1
Mark Letestu,Joseph Blandisi,1
Pierre-Edouard Bellemare,Joseph Blandisi,1
Nazem Kadri,Joseph Blandisi,1
Radek Faksa,Joseph Blandisi,1
Mark Jankowski,Mikael Granlund,1
Sam Bennett,Mikael Granlund,1
Steven Stamkos,Mikael Granlund,1
Derek Stepan,Mikael Granlund,1
Nick Schmaltz,Mikael Granlund,1
Anze Kopitar,Mikael Granlund,1
Christian Dvorak,Jason Zucker,1
Carl Soderberg,Jason Zucker,1
Oskar Sundqvist,Jason Zucker,1
Tyler Bozak,Jason Zucker,1
Radek Faksa,Jason Zucker,1
Jeff Carter,Jason Zucker,1
Markus Granlund,Jason Zucker,1
Nazem Kadri,Jason Zucker,1
Blake Wheeler,Jason Zucker,1
Sidney Crosby,Jason Zucker,1
Casey Cizikas,Tyler Ennis,1
Nick Shore,Tyler Ennis,1
Teuvo Teravainen,Luke Kunin,1
Sebastian Aho,Luke Kunin,1
Nick Schmaltz,Luke Kunin,1
Ryan Getzlaf,Luke Kunin,1
Brayden Schenn,Luke Kunin,1
Jamie Benn,Luke Kunin,1
Artturi Lehkonen,Luke Kunin,1
John Tavares,Luke Kunin,1
Joseph Blandisi,Luke Kunin,1
Radek Faksa,Marcus Foligno,1
Max Domi,Marcus Foligno,1
Nick Cousins,Marcus Foligno,1
Mark Scheifele,Marcus Foligno,1
Dustin Brown,Joel Eriksson Ek,1
David Perron,Joel Eriksson Ek,1
Tyler Bozak,Joel Eriksson Ek,1
Jason Dickinson,Joel Eriksson Ek,1
Radek Faksa,Joel Eriksson Ek,1
Jamie Benn,Joel Eriksson Ek,1
Tyler Toffoli,Joel Eriksson Ek,1
Nick Shore,Joel Eriksson Ek,1
Alexander Kerfoot,Joel Eriksson Ek,1
Joseph Blandisi,Joel Eriksson Ek,1
Adam Lowry,Joel Eriksson Ek,1
Mark Letestu,Joel Eriksson Ek,1
Nazem Kadri,Joel Eriksson Ek,1
Nick Schmaltz,Mikko Koivu,1
Lawson Crouse,Mikko Koivu,1
Clayton Keller,Mikko Koivu,1
Evander Kane,Mikko Koivu,1
Ondrej Kase,Mikko Koivu,1
Nick Bonino,Mikko Koivu,1
Nick Shore,Mikko Koivu,1
Joseph Blandisi,Mikko Koivu,1
Adam Lowry,Mikko Koivu,1
Mikael Granlund,Mikko Koivu,1
Phillip Danault,Cam Atkinson,1
Carl Soderberg,Cam Atkinson,1
Elias Lindholm,Cam Atkinson,1
Claude Giroux,Cam Atkinson,1
Jordan Staal,Cam Atkinson,1
Alexander Kerfoot,Cam Atkinson,1
Anders Lee,Cam Atkinson,1
Radek Faksa,Cam Atkinson,1
Sebastian Aho,Cam Atkinson,1
Jack Eichel,Cam Atkinson,1
Tyson Jost,Alexander Wennberg,1
Lawson Crouse,Alexander Wennberg,1
Mark Jankowski,Alexander Wennberg,1
Brock McGinn,Alexander Wennberg,1
Anders Lee,Alexander Wennberg,1
Jamie Benn,Alexander Wennberg,1
Devin Shore,Alexander Wennberg,1
Lars Eller,William Karlsson,1
Nick Shore,William Karlsson,1
Alexander Wennberg,William Karlsson,1
Adam Lowry,William Karlsson,1
Tyson Jost,William Karlsson,1
Nathan MacKinnon,William Karlsson,1
Mark Jankowski,William Karlsson,1
Nick Schmaltz,William Karlsson,1
Vinnie Hinostroza,William Karlsson,1
Alexander Kerfoot,Brandon Saad,1
Adam Henrique,Brandon Saad,1
Ryan Getzlaf,Brandon Saad,1
Jeff Carter,Brandon Saad,1
Cam Atkinson,Brandon Saad,1
Andrew Copp,Brandon Saad,1
Connor McDavid,Brandon Saad,1
Leon Draisaitl,Matt Martin,1
Oliver Bjorkstrand,Matt Martin,1
Christian Dvorak,Matt Martin,1
Brock Nelson,William Nylander,1
Casey Cizikas,William Nylander,1
Jakub Voracek,William Nylander,1
Tyler Toffoli,William Nylander,1
Jeff Carter,William Nylander,1
Sean Couturier,William Nylander,1
Nicklas Backstrom,William Nylander,1
Mikko Koivu,William Nylander,1
Victor Rask,William Nylander,1
Tyler Bozak,William Nylander,1
Phillip Danault,William Nylander,1
Anders Lee,Zach Hyman,1
Casey Cizikas,Zach Hyman,1
Josh Bailey,Auston Matthews,1
Michael Raffl,Auston Matthews,1
William Karlsson,Auston Matthews,1
Jeff Carter,Auston Matthews,1
Garnet Hathaway,Auston Matthews,1
Tom Wilson,Auston Matthews,1
Cam Atkinson,Auston Matthews,1
Riley Nash,Auston Matthews,1
Mikko Koivu,Auston Matthews,1
Jason Zucker,Auston Matthews,1
Brayden Point,Auston Matthews,1
Tyler Johnson,Auston Matthews,1
Yanni Gourde,Auston Matthews,1
Ryan O'Reilly,Auston Matthews,1
Sebastian Aho,Connor Brown,1
Brock Nelson,Connor Brown,1
Mikko Koivu,Connor Brown,1
Joel Eriksson Ek,Connor Brown,1
Ryan O'Reilly,Connor Brown,1
Brayden Schenn,Connor Brown,1
Michael Raffl,Mitchell Marner,1
William Karlsson,Mitchell Marner,1
Jeff Carter,Mitchell Marner,1
Anze Kopitar,Mitchell Marner,1
Anthony Cirelli,Mitchell Marner,1
Alexander Wennberg,Mitchell Marner,1
Ryan Nugent-Hopkins,Patrick Marleau,1
Jay Beagle,Patrick Marleau,1
Brandon Sutter,Patrick Marleau,1
Tyler Ennis,Patrick Marleau,1
Max Domi,Patrick Marleau,1
Elias Lindholm,Patrick Marleau,1
Adam Lowry,Brian Boyle,1
Josh Bailey,Brian Boyle,1
Lars Eller,Brian Boyle,1
Tom Wilson,Brian Boyle,1
Tyson Jost,Brian Boyle,1
Pierre-Edouard Bellemare,Brian Boyle,1
Brock Boeser,Brian Boyle,1
Ryan Nugent-Hopkins,Brian Boyle,1
Markus Granlund,Brian Boyle,1
Mikael Backlund,Brian Boyle,1
Jason Dickinson,Josh Leivo,1
Nicklas Backstrom,Josh Leivo,1
Brayden Schenn,Josh Leivo,1
Sam Bennett,Josh Leivo,1
Elias Lindholm,Josh Leivo,1
Derek Ryan,Josh Leivo,1
Carter Rowney,Joe Thornton,1
Leon Draisaitl,Joe Thornton,1
J.T. Miller,Joe Thornton,1
Josh Leivo,Joe Thornton,1
Tanner Pearson,Joe Thornton,1
Mark Scheifele,Joe Thornton,1
Logan Shaw,Joe Thornton,1
William Nylander,Joe Thornton,1
Kyle Okposo,Joe Thornton,1
Zemgus Girgensons,Joe Thornton,1
Teuvo Teravainen,Joe Thornton,1
Mikael Granlund,Joe Thornton,1
William Karlsson,Joe Thornton,1
Travis Konecny,Chris Tierney,1
Dustin Brown,Chris Tierney,1
Evander Kane,Chris Tierney,1
Joe Thornton,Chris Tierney,1
Vinnie Hinostroza,Chris Tierney,1
Christian Dvorak,Chris Tierney,1
Ryan Hartman,Chris Tierney,1
Victor Rask,Chris Tierney,1
Jason Zucker,Chris Tierney,1
Steven Stamkos,Chris Tierney,1
Tanner Pearson,Joe Pavelski,1
Andrew Copp,Joe Pavelski,1
Blake Wheeler,Joe Pavelski,1
Joel Eriksson Ek,Joe Pavelski,1
Carter Rowney,Joe Pavelski,1
Derek Grant,Joe Pavelski,1
Chris Tierney,Joe Pavelski,1
Artem Anisimov,Joe Pavelski,1
Evgeny Kuznetsov,Joe Pavelski,1
Sam Bennett,Joe Pavelski,1
Eric Staal,Marcus Sorensen,1
Andrew Copp,Marcus Sorensen,1
Andrew Copp,Melker Karlsson,1
Chris Tierney,Micheal Haley,1
Jay Beagle,Micheal Haley,1
Brandon Sutter,Micheal Haley,1
Steven Stamkos,Micheal Haley,1
Jakob Silfverberg,Logan Couture,1
Connor McDavid,Logan Couture,1
Mikael Granlund,Logan Couture,1
Eric Staal,Logan Couture,1
Joel Eriksson Ek,Logan Couture,1
Jay Beagle,Logan Couture,1
Blake Wheeler,Logan Couture,1
Andrew Copp,Logan Couture,1
Teuvo Teravainen,Logan Couture,1
Derek Ryan,Logan Couture,1
Sam Bennett,Logan Couture,1
Carter Rowney,Logan Couture,1
Devin Shore,Logan Couture,1
Derek Grant,Logan Couture,1
Nick Bonino,Kevin Labanc,1
Eric Staal,Tomas Hertl,1
Joel Eriksson Ek,Tomas Hertl,1
Brandon Saad,Tomas Hertl,1
J.T. Miller,Tomas Hertl,1
Chris Wagner,Tomas Hertl,1
William Nylander,Tomas Hertl,1
Nick Shore,Tomas Hertl,1
Jeff Skinner,Tomas Hertl,1
Michael Frolik,Tomas Hertl,1
Sam Bennett,Tomas Hertl,1
Mikael Granlund,Tomas Hertl,1
Jakob Silfverberg,Tomas Hertl,1
Max Pacioretty,Tomas Hertl,1
Travis Konecny,Patrice Bergeron,1
Michael Raffl,Patrice Bergeron,1
Adam Erne,Patrice Bergeron,1
Max Domi,Patrice Bergeron,1
Connor Brown,Patrice Bergeron,1
Melker Karlsson,Patrice Bergeron,1
Joe Thornton,Patrice Bergeron,1
Nick Ritchie,Patrice Bergeron,1
Pavel Zacha,Patrice Bergeron,1
Nazem Kadri,Patrice Bergeron,1
William Karlsson,Patrice Bergeron,1
Lawson Crouse,Patrice Bergeron,1
Carl Soderberg,Patrice Bergeron,1
Vinnie Hinostroza,Patrice Bergeron,1
Joe Pavelski,Patrice Bergeron,1
Andrew Cogliano,Patrice Bergeron,1
Blake Comeau,Patrice Bergeron,1
John Tavares,Brad Marchand,1
Sean Couturier,Brad Marchand,1
Sidney Crosby,Brad Marchand,1
Chris Tierney,Brad Marchand,1
Logan Couture,Brad Marchand,1
Nick Shore,Brad Marchand,1
Auston Matthews,Brad Marchand,1
Nazem Kadri,Brad Marchand,1
Brian Boyle,David Krejci,1
Michael Raffl,David Krejci,1
James van Riemsdyk,David Krejci,1
Artturi Lehkonen,David Krejci,1
Phillip Danault,David Krejci,1
Evgeni Malkin,David Krejci,1
Derek Grant,David Krejci,1
Adam Henrique,David Krejci,1
Carter Rowney,David Krejci,1
Travis Zajac,David Krejci,1
Tyson Jost,David Krejci,1
Christian Dvorak,David Krejci,1
Brad Richardson,David Krejci,1
Andre Burakovsky,David Krejci,1
Bo Horvat,Noel Acciari,1
