first_player,second_player,faceoffs_together_count
Valtteri Filppula,Roope Hintz,1
Charlie Coyle,Roope Hintz,1
Patrice Bergeron,Roope Hintz,1
Oskar Sundqvist,Roope Hintz,1
Ivan Barbashev,Roope Hintz,1
Tomas Hertl,Max Jones,1
Joe Thornton,Max Jones,1
Riley Sheahan,Max Jones,1
Mikko Koivu,Max Jones,1
Jay Beagle,Max Jones,1
Pierre-Edouard Bellemare,Max Jones,1
Gabriel Landeskog,Max Jones,1
Tyler Seguin,Max Jones,1
Jordan Staal,Max Jones,1
Johan Larsson,Max Jones,1
Tomas Hertl,Sam Steel,1
Dylan Gambrell,Sam Steel,1
Leon Draisaitl,Sam Steel,1
Jujhar Khaira,Sam Steel,1
James Neal,Sam Steel,1
Zach Parise,Sam Steel,1
Eric Staal,Sam Steel,1
Dylan Strome,Sam Steel,1
David Kampf,Sam Steel,1
Brandon Sutter,Sam Steel,1
Adam Gaudette,Sam Steel,1
Bo Horvat,Sam Steel,1
Bryan Little,Sam Steel,1
Mark Stone,Sam Steel,1
Nathan MacKinnon,Sam Steel,1
Pierre-Edouard Bellemare,Sam Steel,1
Joonas Donskoi,Sam Steel,1
Colin Wilson,Sam Steel,1
Justin Dowling,Sam Steel,1
Roope Hintz,Sam Steel,1
Rocco Grimaldi,Sam Steel,1
Calle Jarnkrok,Sam Steel,1
Milan Lucic,Sam Steel,1
Brock McGinn,Sam Steel,1
Casey Mittelstadt,Sam Steel,1
Zemgus Girgensons,Sam Steel,1
Karson Kuhlman,Sam Steel,1
Derek Stepan,Sam Steel,1
Carl Soderberg,Sam Steel,1
Christian Dvorak,Sam Steel,1
Nick Schmaltz,Sam Steel,1
David Krejci,Sam Steel,1
Alexander Kerfoot,Dominik Kubalik,1
Nick Shore,Dominik Kubalik,1
Joe Thornton,Dominik Kubalik,1
Logan Couture,Dominik Kubalik,1
Nico Hischier,Carsen Twarynski,1
J.T. Miller,Carsen Twarynski,1
Evgeni Malkin,Jack Hughes,1
Chris Tierney,Jack Hughes,1
Vladislav Namestnikov,Jack Hughes,1
Elias Pettersson,Jack Hughes,1
Elias Lindholm,Jack Hughes,1
Mikael Backlund,Jack Hughes,1
Mark Scheifele,Jack Hughes,1
Mathieu Perreault,Jack Hughes,1
Sebastian Aho,Jack Hughes,1
Lucas Wallmark,Jack Hughes,1
Mathieu Joseph,Jack Hughes,1
Chris Kreider,Jack Hughes,1
Lias Andersson,Jack Hughes,1
Jesper Fast,Jack Hughes,1
Chris Wagner,Jack Hughes,1
Marcus Johansson,Jack Hughes,1
Nick Suzuki,Alexandre Texier,1
Nathan MacKinnon,Alexandre Texier,1
Mathew Barzal,Alexandre Texier,1
Radek Faksa,Alexandre Texier,1
Joe Pavelski,Alexandre Texier,1
Jared McCann,Alexandre Texier,1
Derek Grant,Alexandre Texier,1
Adam Henrique,Alexandre Texier,1
Tyson Jost,Emil Bemstrom,1
Claude Giroux,Emil Bemstrom,1
Frederik Gauthier,Emil Bemstrom,1
Andrew Shaw,Emil Bemstrom,1
Johan Larsson,Jesper Boqvist,1
Casey Mittelstadt,Jesper Boqvist,1
Sebastian Aho,Jesper Boqvist,1
Brandon Tanev,Jesper Boqvist,1
Evan Rodrigues,Jayce Hawryluk,1
Casey Mittelstadt,Jayce Hawryluk,1
Adam Gaudette,Rhett Gardner,1
J.T. Miller,Rhett Gardner,1
Riley Nash,Rhett Gardner,1
Jakob Lilja,Rhett Gardner,1
Evan Rodrigues,Rhett Gardner,1
Sam Bennett,Rhett Gardner,1
Mark Jankowski,Rhett Gardner,1
Andrew Mangiapane,Rhett Gardner,1
Ryan O'Reilly,Rhett Gardner,1
Dylan Larkin,Rhett Gardner,1
T.J. Oshie,Rhett Gardner,1
Bo Horvat,Nick Caamano,1
J.T. Miller,Nick Caamano,1
Anze Kopitar,Christoffer Ehn,1
Adam Henrique,Christoffer Ehn,1
Jakob Silfverberg,Christoffer Ehn,1
Brett Howden,Christoffer Ehn,1
Greg McKegg,Christoffer Ehn,1
Filip Chytil,Christoffer Ehn,1
Ryan Nugent-Hopkins,Christoffer Ehn,1
Ryan Johansen,Christoffer Ehn,1
Marcus Johansson,Christoffer Ehn,1
Kyle Turris,Taro Hirose,1
Ryan Johansen,Taro Hirose,1
Denis Malgin,Taro Hirose,1
Lukas Radil,Isac Lundestrom,1
Melker Karlsson,Isac Lundestrom,1
Jacob de la Rose,Isac Lundestrom,1
Luke Glendening,Isac Lundestrom,1
Andreas Athanasiou,Isac Lundestrom,1
Tomas Nosek,Blake Lizotte,1
Eric Staal,Blake Lizotte,1
Phillip Danault,Blake Lizotte,1
Nate Thompson,Blake Lizotte,1
Artturi Lehkonen,Blake Lizotte,1
Nick Paul,Blake Lizotte,1
Filip Chlapik,Blake Lizotte,1
Jean-Gabriel Pageau,Blake Lizotte,1
Nick Shore,Blake Lizotte,1
Frederik Gauthier,Blake Lizotte,1
William Nylander,Blake Lizotte,1
Alexander Kerfoot,Blake Lizotte,1
Andrew Shaw,Blake Lizotte,1
Alexander Nylander,Blake Lizotte,1
Ryan O'Reilly,Blake Lizotte,1
Tyler Bozak,Blake Lizotte,1
Adam Lowry,Blake Lizotte,1
Blake Wheeler,Blake Lizotte,1
Sam Bennett,Blake Lizotte,1
Marcus Johansson,Blake Lizotte,1
Jack Eichel,Blake Lizotte,1
Nick Bonino,Blake Lizotte,1
Matt Duchene,Blake Lizotte,1
Jay Beagle,Blake Lizotte,1
Elias Pettersson,Blake Lizotte,1
Ryan Nugent-Hopkins,Blake Lizotte,1
Leon Draisaitl,Blake Lizotte,1
Colby Cave,Blake Lizotte,1
Mark Jankowski,Blake Lizotte,1
Andrew Mangiapane,Blake Lizotte,1
Luke Kunin,Austin Wagner,1
Mikko Koivu,Austin Wagner,1
Artem Anisimov,Austin Wagner,1
Bo Horvat,Austin Wagner,1
Logan Couture,Patrick Russell,1
Tomas Hertl,Patrick Russell,1
Frans Nielsen,Patrick Russell,1
Jesper Boqvist,Sam Lafferty,1
Nico Hischier,Sam Lafferty,1
Jack Hughes,Sam Lafferty,1
Brett Howden,Sam Lafferty,1
Roope Hintz,Sam Lafferty,1
Jason Dickinson,Sam Lafferty,1
Yanni Gourde,Sam Lafferty,1
Anthony Cirelli,Sam Lafferty,1
Denis Malgin,Sam Lafferty,1
Brian Boyle,Sam Lafferty,1
Aleksander Barkov,Sam Lafferty,1
Ryan Reaves,Sam Lafferty,1
Gabriel Landeskog,Sam Lafferty,1
Pierre-Edouard Bellemare,Sam Lafferty,1
Joonas Donskoi,Sam Lafferty,1
Kyle Connor,Sam Lafferty,1
Jason Zucker,Sam Lafferty,1
Carter Rowney,Sam Lafferty,1
Derek Grant,Sam Lafferty,1
Ondrej Kase,Sam Lafferty,1
Sean Monahan,Joel L'Esperance,1
Pierre-Edouard Bellemare,Barrett Hayton,1
Jesperi Kotkaniemi,Barrett Hayton,1
Nate Thompson,Barrett Hayton,1
Eric Staal,Max Comtois,1
David Kampf,Max Comtois,1
Adam Gaudette,Max Comtois,1
Bo Horvat,Max Comtois,1
Mark Scheifele,Max Comtois,1
Nathan MacKinnon,Max Comtois,1
Gabriel Landeskog,Max Comtois,1
Tyler Seguin,Max Comtois,1
Boone Jenner,Julien Gauthier,1
Leo Komarov,Julien Gauthier,1
Casey Mittelstadt,Oliver Wahlstrom,1
Johan Larsson,Oliver Wahlstrom,1
Nate Thompson,Gerald Mayhew,1
Jesperi Kotkaniemi,Gerald Mayhew,1
Blake Lizotte,Gerald Mayhew,1
Michael Amadio,Gerald Mayhew,1
Aleksander Barkov,David Gustafsson,1
Denis Malgin,David Gustafsson,1
Nazem Kadri,David Gustafsson,1
Nathan MacKinnon,David Gustafsson,1
Joe Pavelski,David Gustafsson,1
Bo Horvat,David Gustafsson,1
Jack Hughes,David Gustafsson,1
Travis Zajac,David Gustafsson,1
Nick Ritchie,David Gustafsson,1
Jakob Silfverberg,David Gustafsson,1
Max Jones,David Gustafsson,1
Ryan Getzlaf,David Gustafsson,1
Derek Stepan,David Gustafsson,1
Leon Draisaitl,David Gustafsson,1
Ryan Nugent-Hopkins,David Gustafsson,1
Trevor Lewis,David Gustafsson,1
Derek Ryan,David Gustafsson,1
Colton Sceviour,Cole Bardreau,1
Sidney Crosby,Cole Bardreau,1
Evgeni Malkin,Cole Bardreau,1
Jean-Gabriel Pageau,Cole Bardreau,1
Nick Paul,Cole Bardreau,1
Johan Larsson,Cole Bardreau,1
Jack Eichel,Cole Bardreau,1
Casey Mittelstadt,Cole Bardreau,1
Brayden Point,Cole Bardreau,1
Michael Raffl,Cole Bardreau,1
Nick Foligno,Cole Bardreau,1
Craig Smith,Noah Gregor,1
Nick Bonino,Noah Gregor,1
Luke Kunin,Noah Gregor,1
William Karlsson,Kirby Dach,1
Nick Shore,Kirby Dach,1
Brandon Sutter,Kirby Dach,1
Jeff Carter,Kirby Dach,1
Michael Amadio,Kirby Dach,1
Blake Lizotte,Kirby Dach,1
Anze Kopitar,Kirby Dach,1
Brock McGinn,Kirby Dach,1
Lucas Wallmark,Kirby Dach,1
Lars Eller,Kirby Dach,1
Cody Eakin,Kirby Dach,1
Sean Couturier,Kirby Dach,1
Sidney Crosby,Mikhail Vorobyev,1
Nick Bjugstad,Mikhail Vorobyev,1
Ryan Reaves,Mikhail Vorobyev,1
Ryan Carpenter,Mikhail Vorobyev,1
Jonathan Toews,Mikhail Vorobyev,1
Andrew Shaw,Mikhail Vorobyev,1
Boone Jenner,Mikhail Vorobyev,1
Casey Cizikas,Mikhail Vorobyev,1
Oliver Wahlstrom,Mikhail Vorobyev,1
William Nylander,Joel Farabee,1
Teddy Blueger,Joel Farabee,1
Jonathan Toews,Joel Farabee,1
Brock McGinn,J.C. Beaudin,1
Martin Necas,J.C. Beaudin,1
Teuvo Teravainen,J.C. Beaudin,1
Jordan Staal,J.C. Beaudin,1
Alex Iafallo,J.C. Beaudin,1
Michael Amadio,J.C. Beaudin,1
Brock Nelson,J.C. Beaudin,1
Ryan Strome,J.C. Beaudin,1
Brett Howden,J.C. Beaudin,1
Chris Kreider,J.C. Beaudin,1
Jacob de la Rose,J.C. Beaudin,1
Valtteri Filppula,J.C. Beaudin,1
Barclay Goodrow,J.C. Beaudin,1
Tomas Hertl,J.C. Beaudin,1
Logan Couture,J.C. Beaudin,1
Patrick Marleau,J.C. Beaudin,1
Chris Wagner,J.C. Beaudin,1
Peter Cehlarik,J.C. Beaudin,1
Brad Marchand,J.C. Beaudin,1
Patrice Bergeron,J.C. Beaudin,1
William Karlsson,Nikolai Prokhorkin,1
Cody Glass,Nikolai Prokhorkin,1
Cody Eakin,Nikolai Prokhorkin,1
Valtteri Filppula,Nikolai Prokhorkin,1
Frans Nielsen,Nikolai Prokhorkin,1
Mikko Koivu,Nikolai Prokhorkin,1
Ryan Hartman,Nikolai Prokhorkin,1
David Kampf,Nikolai Prokhorkin,1
Drake Caggiula,Nikolai Prokhorkin,1
Andrew Shaw,Nikolai Prokhorkin,1
Josh Leivo,Nikolai Prokhorkin,1
Brock Nelson,Alexander Volkov,1
Michael Dal Colle,Alexander Volkov,1
Travis Zajac,Alexander Volkov,1
Nico Hischier,Alexander Volkov,1
Sebastian Aho,German Rubtsov,1
Jason Spezza,German Rubtsov,1
Nick Shore,German Rubtsov,1
Alexander Kerfoot,German Rubtsov,1
Nico Hischier,German Rubtsov,1
Joe Thornton,CJ Suess,1
Tyson Jost,Kole Sherwood,1
Michael Raffl,Zach Senyshyn,1
Kevin Hayes,Ryan Poehling,1
Brett Howden,Eetu Luostarinen,1
Nick Paul,Eetu Luostarinen,1
Bobby Ryan,Eetu Luostarinen,1
Jean-Gabriel Pageau,Eetu Luostarinen,1
Pierre-Edouard Bellemare,Vinnie Hinostroza,1
Pierre-Edouard Bellemare,Nick Schmaltz,1
Andrew Cogliano,Derek Grant,1
Vinnie Hinostroza,Adam Henrique,1
Andrew Cogliano,Chris Wagner,1
Jonathan Toews,Jakob Silfverberg,1
Nick Schmaltz,Ondrej Kase,1
Ryan Getzlaf,Sam Reinhart,1
Vinnie Hinostroza,Jack Eichel,1
Jakob Silfverberg,Jack Eichel,1
Ryan Getzlaf,Evander Kane,1
Derek Grant,Evan Rodrigues,1
Ryan Getzlaf,Evan Rodrigues,1
Jakob Silfverberg,Matt Duchene,1
Adam Henrique,Matt Duchene,1
Nick Schmaltz,Matt Duchene,1
Derek Grant,Gabriel Landeskog,1
Adam Henrique,Gabriel Landeskog,1
Chris Wagner,Gabriel Landeskog,1
Evan Rodrigues,Carl Soderberg,1
Sam Reinhart,Carl Soderberg,1
Derek Grant,Carl Soderberg,1
Chris Wagner,Carl Soderberg,1
Matt Duchene,Nathan MacKinnon,1
Nick Schmaltz,Nathan MacKinnon,1
Richard Panik,Nathan MacKinnon,1
Andrew Cogliano,Blake Wheeler,1
Adam Henrique,Blake Wheeler,1
Derek Grant,Blake Wheeler,1
Nick Schmaltz,Andrew Copp,1
Vinnie Hinostroza,Nikolaj Ehlers,1
Zemgus Girgensons,Jordan Staal,1
Sam Reinhart,Jordan Staal,1
Michael Raffl,Jordan Staal,1
Sean Couturier,Jordan Staal,1
Wayne Simmonds,Jordan Staal,1
Blake Wheeler,Eric Staal,1
Mark Scheifele,Eric Staal,1
Nick Schmaltz,Victor Rask,1
Matt Duchene,Victor Rask,1
Ryan O'Reilly,Riley Nash,1
Nick Schmaltz,Riley Nash,1
Jakub Voracek,Riley Nash,1
Sean Couturier,Riley Nash,1
Claude Giroux,Riley Nash,1
Jordan Staal,Riley Nash,1
Derek Grant,Riley Nash,1
Matt Duchene,Elias Lindholm,1
Blake Wheeler,Elias Lindholm,1
Andrew Copp,Elias Lindholm,1
Jakob Silfverberg,Elias Lindholm,1
Nick Ritchie,Elias Lindholm,1
Claude Giroux,Elias Lindholm,1
Nathan MacKinnon,Elias Lindholm,1
Jonathan Toews,Garnet Hathaway,1
Pierre-Edouard Bellemare,Garnet Hathaway,1
Matt Duchene,Garnet Hathaway,1
Matt Duchene,Sam Bennett,1
Jordan Staal,Sam Bennett,1
Sean Couturier,Sam Bennett,1
Nathan MacKinnon,Sam Bennett,1
Riley Nash,Mark Jankowski,1
Claude Giroux,Mark Jankowski,1
Nathan MacKinnon,Mark Jankowski,1
Andrew Cogliano,Mikael Backlund,1
Wayne Simmonds,Mikael Backlund,1
Bryan Little,Mikael Backlund,1
Adam Lowry,Mikael Backlund,1
Blake Wheeler,Mikael Backlund,1
Jakob Silfverberg,Mikael Backlund,1
Evander Kane,Mikael Backlund,1
Gabriel Landeskog,Mikael Backlund,1
Pierre-Edouard Bellemare,Mikael Backlund,1
Jordan Staal,Matthew Tkachuk,1
Adam Lowry,Matthew Tkachuk,1
Corey Perry,Sean Monahan,1
Nick Schmaltz,Sean Monahan,1
Vinnie Hinostroza,Sean Monahan,1
Adam Lowry,Sean Monahan,1
Gabriel Landeskog,Sean Monahan,1
Carl Soderberg,Marcus Johansson,1
Derek Grant,Marcus Johansson,1
Jakob Silfverberg,Marcus Johansson,1
Adam Henrique,Marcus Johansson,1
Joel Armia,Evgeny Kuznetsov,1
Travis Konecny,Evgeny Kuznetsov,1
Elias Lindholm,Evgeny Kuznetsov,1
Sam Bennett,Evgeny Kuznetsov,1
Micheal Ferland,Evgeny Kuznetsov,1
Pierre-Edouard Bellemare,Evgeny Kuznetsov,1
Andrew Cogliano,Evgeny Kuznetsov,1
Travis Konecny,Nicklas Backstrom,1
Mark Jankowski,Nicklas Backstrom,1
Marcus Johansson,Nicklas Backstrom,1
Tyler Motte,Nicklas Backstrom,1
Andrew Cogliano,Nicklas Backstrom,1
Michael Raffl,Lars Eller,1
Jeff Skinner,Lars Eller,1
Elias Lindholm,Lars Eller,1
Andrew Cogliano,Lars Eller,1
Mikael Backlund,Tom Wilson,1
Matt Duchene,Tom Wilson,1
Ryan O'Reilly,Tom Wilson,1
Pierre-Edouard Bellemare,Brett Connolly,1
Andrew Copp,Jay Beagle,1
Logan Shaw,Jay Beagle,1
Evander Kane,Jay Beagle,1
Derek Grant,Jay Beagle,1
Evgeny Kuznetsov,Jay Beagle,1
Lars Eller,Jay Beagle,1
Travis Konecny,Jay Beagle,1
Sam Bennett,Jay Beagle,1
Mikael Backlund,Jay Beagle,1
Evander Kane,Phillip Danault,1
Sam Reinhart,Phillip Danault,1
Adam Lowry,Alexander Radulov,1
Nathan MacKinnon,Alexander Radulov,1
Lars Eller,Alexander Radulov,1
Vinnie Hinostroza,Artturi Lehkonen,1
Phillip Danault,Max Pacioretty,1
Ryan O'Reilly,Leo Komarov,1
Adam Lowry,Leo Komarov,1
Jordan Staal,Leo Komarov,1
Sam Bennett,Tyler Bozak,1
Leo Komarov,Tyler Bozak,1
Mark Scheifele,Nazem Kadri,1
Andrew Copp,Nazem Kadri,1
Matt Duchene,Nazem Kadri,1
Ryan Getzlaf,Nazem Kadri,1
Tyler Bozak,Nazem Kadri,1
Evgeny Kuznetsov,Nazem Kadri,1
Michael Grabner,Nazem Kadri,1
Bryan Little,Jeff Carter,1
Jeff Skinner,Jeff Carter,1
Jack Eichel,Jeff Carter,1
Jonathan Toews,Dustin Brown,1
Artem Anisimov,Anze Kopitar,1
Patrick Kane,Anze Kopitar,1
Marcus Johansson,Anze Kopitar,1
Kyle Okposo,Anze Kopitar,1
Adam Henrique,Tanner Pearson,1
Claude Giroux,Tanner Pearson,1
Tyler Bozak,Trevor Lewis,1
Ryan O'Reilly,Trevor Lewis,1
Adam Lowry,Trevor Lewis,1
Andrew Copp,Trevor Lewis,1
Mark Scheifele,Trevor Lewis,1
Blake Wheeler,Trevor Lewis,1
Sam Bennett,Trevor Lewis,1
Mark Jankowski,Trevor Lewis,1
Jack Eichel,Trevor Lewis,1
Jordan Staal,Trevor Lewis,1
Mark Scheifele,Milan Lucic,1
Tyler Bozak,Jake Virtanen,1
Ryan O'Reilly,Jake Virtanen,1
Anze Kopitar,Jake Virtanen,1
Adam Lowry,Brock Boeser,1
Sean Couturier,Brock Boeser,1
Blake Wheeler,Bo Horvat,1
Nicklas Backstrom,Bo Horvat,1
Travis Konecny,Bo Horvat,1
Michael Raffl,Bo Horvat,1
Garnet Hathaway,Sam Gagner,1
Lars Eller,Sam Gagner,1
Evgeny Kuznetsov,Sam Gagner,1
Riley Nash,Sam Gagner,1
Bryan Little,Markus Granlund,1
Mark Scheifele,Markus Granlund,1
Derek Grant,Brandon Sutter,1
Lars Eller,Brandon Sutter,1
Claude Giroux,Brandon Sutter,1
Markus Granlund,Brandon Sutter,1
Mikael Backlund,Brandon Sutter,1
Carl Soderberg,Nick Foligno,1
Tyler Bozak,Nick Foligno,1
Jonathan Toews,Nick Foligno,1
Corey Perry,Nick Foligno,1
Ryan Getzlaf,Nick Foligno,1
Jack Eichel,Nick Foligno,1
Marcus Johansson,Nick Foligno,1
Jordan Staal,Oliver Bjorkstrand,1
Sean Couturier,Josh Anderson,1
Claude Giroux,Josh Anderson,1
Jordan Staal,Josh Anderson,1
Paul Byron,Boone Jenner,1
Nick Schmaltz,Boone Jenner,1
Sam Bennett,Boone Jenner,1
Sean Monahan,Boone Jenner,1
Sam Gagner,Boone Jenner,1
Markus Granlund,Boone Jenner,1
Jakub Voracek,Boone Jenner,1
Jordan Staal,Boone Jenner,1
Jonathan Toews,Boone Jenner,1
Marcus Johansson,Boone Jenner,1
Kyle Okposo,Boone Jenner,1
Jeff Skinner,Boone Jenner,1
Blake Wheeler,Matt Calvert,1
Mark Scheifele,Matt Calvert,1
Nick Schmaltz,Matt Calvert,1
Pierre-Edouard Bellemare,Pierre-Luc Dubois,1
Carl Soderberg,Pierre-Luc Dubois,1
Sam Bennett,Pierre-Luc Dubois,1
Claude Giroux,Pierre-Luc Dubois,1
Jakob Silfverberg,Pierre-Luc Dubois,1
Adam Henrique,Colin Wilson,1
Ryan Getzlaf,Colin Wilson,1
Derek Grant,Colin Wilson,1
Matt Duchene,Matt Nieto,1
Anze Kopitar,Alexander Kerfoot,1
Michael Raffl,Alexander Kerfoot,1
Ryan O'Reilly,Alexander Kerfoot,1
Evgeny Kuznetsov,Mikko Rantanen,1
Ryan Getzlaf,Tyson Jost,1
Carl Soderberg,Tyson Jost,1
Vinnie Hinostroza,Tyson Jost,1
Mark Jankowski,Tyson Jost,1
Sean Monahan,Tyson Jost,1
Eric Staal,Tyson Jost,1
Jonathan Toews,Mark Letestu,1
Lars Eller,Jujhar Khaira,1
Matt Calvert,Leon Draisaitl,1
Evander Kane,Leon Draisaitl,1
Vinnie Hinostroza,Leon Draisaitl,1
Pierre-Luc Dubois,Leon Draisaitl,1
Nick Foligno,Leon Draisaitl,1
Riley Nash,Leon Draisaitl,1
Lars Eller,Leon Draisaitl,1
Wayne Simmonds,Leon Draisaitl,1
Leo Komarov,Leon Draisaitl,1
Dustin Brown,Leon Draisaitl,1
Jake Virtanen,Leon Draisaitl,1
Tanner Pearson,Leon Draisaitl,1
Ondrej Kase,Ryan Nugent-Hopkins,1
Ryan Getzlaf,Ryan Nugent-Hopkins,1
Nick Schmaltz,Ryan Nugent-Hopkins,1
Josh Anderson,Ryan Nugent-Hopkins,1
Lars Eller,Ryan Nugent-Hopkins,1
Adam Lowry,Ryan Nugent-Hopkins,1
Sean Couturier,Ryan Nugent-Hopkins,1
Claude Giroux,Ryan Nugent-Hopkins,1
Brandon Sutter,Ryan Nugent-Hopkins,1
Jordan Staal,Jordan Eberle,1
Nick Schmaltz,Taylor Hall,1
Bo Horvat,Taylor Hall,1
Travis Konecny,Taylor Hall,1
Chris Wagner,Sidney Crosby,1
Markus Granlund,Sidney Crosby,1
Sean Couturier,Sidney Crosby,1
Mikko Rantanen,Sidney Crosby,1
Tyson Jost,Sidney Crosby,1
Jakob Silfverberg,Sidney Crosby,1
Nick Foligno,Sidney Crosby,1
Boone Jenner,Sidney Crosby,1
Marcus Johansson,Sidney Crosby,1
Jeff Skinner,Sidney Crosby,1
Claude Giroux,Patric Hornqvist,1
Victor Rask,Phil Kessel,1
Sean Monahan,Phil Kessel,1
Leon Draisaitl,Phil Kessel,1
Phillip Danault,Phil Kessel,1
Brock Boeser,Nick Bonino,1
Pierre-Edouard Bellemare,Nick Bonino,1
Andre Burakovsky,Nick Bonino,1
Johnny Gaudreau,Nick Bonino,1
Milan Lucic,Nick Bonino,1
Brett Connolly,Nick Bonino,1
Carl Soderberg,Nick Bonino,1
Anze Kopitar,Nick Bonino,1
Taylor Hall,Evgeni Malkin,1
Jack Eichel,Evgeni Malkin,1
Riley Nash,Evgeni Malkin,1
Anze Kopitar,David Perron,1
Sidney Crosby,Patrik Laine,1
Claude Giroux,Brandon Tanev,1
Pierre-Edouard Bellemare,Devin Shore,1
Sidney Crosby,Devin Shore,1
Boone Jenner,Devin Shore,1
Nick Foligno,Devin Shore,1
Mark Jankowski,Jamie Benn,1
Eric Staal,Jamie Benn,1
Artem Anisimov,Jamie Benn,1
James van Riemsdyk,Jamie Benn,1
Sean Couturier,Jamie Benn,1
Boone Jenner,Jamie Benn,1
Riley Nash,Jamie Benn,1
Johnny Gaudreau,Jamie Benn,1
Sean Monahan,Jamie Benn,1
Tyler Bozak,Jamie Benn,1
Pierre-Edouard Bellemare,Mattias Janmark,1
Sidney Crosby,Mattias Janmark,1
Ondrej Kase,Mattias Janmark,1
Nicklas Backstrom,Mattias Janmark,1
Tanner Pearson,Tyler Seguin,1
Andre Burakovsky,Tyler Seguin,1
Jakob Silfverberg,Tyler Seguin,1
Sean Couturier,Tyler Seguin,1
Pierre-Luc Dubois,Tyler Seguin,1
Evan Rodrigues,Tyler Seguin,1
Jeff Skinner,Tyler Seguin,1
Tyson Jost,Jason Dickinson,1
Pierre-Edouard Bellemare,Jason Dickinson,1
Ryan Getzlaf,Jason Dickinson,1
Claude Giroux,Jason Dickinson,1
Sean Couturier,Jason Spezza,1
Nicklas Backstrom,Jason Spezza,1
Evgeny Kuznetsov,Jason Spezza,1
Garnet Hathaway,Jason Spezza,1
Phillip Danault,Jason Spezza,1
Tyler Bozak,Jason Spezza,1
Nick Schmaltz,Alan Quine,1
Nick Schmaltz,Ryan Strome,1
Andrew Copp,Ryan Strome,1
Kyle Connor,Ryan Strome,1
Gabriel Bourque,Ryan Strome,1
Mathieu Perreault,Ryan Strome,1
Riley Nash,Anders Lee,1
Ryan O'Reilly,Anders Lee,1
Lars Eller,Anders Lee,1
Alexander Kerfoot,Brock Nelson,1
Vinnie Hinostroza,Brock Nelson,1
Carl Soderberg,Brock Nelson,1
Riley Nash,Brock Nelson,1
Blake Wheeler,Brock Nelson,1
Lars Eller,Brock Nelson,1
Anders Lee,John Tavares,1
Travis Konecny,John Tavares,1
Sean Couturier,John Tavares,1
Lars Eller,John Tavares,1
Tom Wilson,John Tavares,1
Victor Rask,John Tavares,1
Eric Staal,John Tavares,1
Joel Armia,John Tavares,1
Riley Nash,John Tavares,1
Brett Connolly,Josh Bailey,1
Jack Eichel,Josh Bailey,1
Andrew Copp,Josh Bailey,1
Adam Lowry,Anthony Beauvillier,1
Leon Draisaitl,Anthony Beauvillier,1
Alexander Kerfoot,Casey Cizikas,1
Evgeni Malkin,Casey Cizikas,1
Jeff Skinner,Casey Cizikas,1
Kyle Okposo,Casey Cizikas,1
Ryan Nugent-Hopkins,Casey Cizikas,1
Adam Lowry,Casey Cizikas,1
Brock Nelson,Nick Shore,1
Leo Komarov,Nick Shore,1
James van Riemsdyk,Nick Shore,1
Max Pacioretty,Nick Shore,1
Jeff Carter,Nick Shore,1
Riley Nash,Nick Shore,1
Claude Giroux,Nic Dowd,1
Travis Konecny,Nic Dowd,1
Carl Soderberg,Nic Dowd,1
Nick Shore,Nic Dowd,1
Brandon Sutter,Nic Dowd,1
Markus Granlund,Nic Dowd,1
Mikael Backlund,Nic Dowd,1
Colin Wilson,Nic Dowd,1
Nathan MacKinnon,Nic Dowd,1
Mikko Rantanen,Nic Dowd,1
Nazem Kadri,Nic Dowd,1
Jason Dickinson,Nic Dowd,1
Tyler Seguin,Nic Dowd,1
Tyler Bozak,Nic Dowd,1
David Perron,Nic Dowd,1
Mark Scheifele,Kyle Clifford,1
Nick Bonino,Kyle Clifford,1
John Tavares,Cal Clutterbuck,1
Evgeni Malkin,Mathew Barzal,1
Sidney Crosby,Mathew Barzal,1
Jack Eichel,Mathew Barzal,1
Marcus Johansson,Mathew Barzal,1
Brett Connolly,Mathew Barzal,1
Lars Eller,Mathew Barzal,1
Nicklas Backstrom,Mathew Barzal,1
Mark Letestu,Mathew Barzal,1
Victor Rask,Derek Stepan,1
Nic Dowd,Derek Stepan,1
Mark Jankowski,Derek Stepan,1
Sam Bennett,Derek Stepan,1
Sam Gagner,Derek Stepan,1
Yanni Gourde,Jared McCann,1
Tyler Johnson,Jared McCann,1
Jonathan Huberdeau,Jared McCann,1
Luke Kunin,Jared McCann,1
Marcus Foligno,Jared McCann,1
Victor Rask,Jared McCann,1
Derek Grant,Jared McCann,1
Jack Eichel,Jared McCann,1
Pierre-Luc Dubois,Jared McCann,1
Ryan Strome,Colton Sceviour,1
Anders Lee,Colton Sceviour,1
Vladislav Kamenev,Colton Sceviour,1
Bo Horvat,Colton Sceviour,1
Mark Jankowski,Colton Sceviour,1
Kyle Turris,Colton Sceviour,1
Ryan Johansen,Colton Sceviour,1
Travis Zajac,Colton Sceviour,1
Tyler Johnson,Colton Sceviour,1
Steven Stamkos,Colton Sceviour,1
Logan Shaw,Denis Malgin,1
Patrik Laine,Denis Malgin,1
David Krejci,Denis Malgin,1
Mathew Barzal,Denis Malgin,1
Valtteri Filppula,Denis Malgin,1
Nathan MacKinnon,Denis Malgin,1
Sam Bennett,Denis Malgin,1
Mark Jankowski,Denis Malgin,1
Derek Ryan,Denis Malgin,1
Matt Duchene,Denis Malgin,1
