Player,embedding
Tomas Jurco,"[0.1469979003785586,0.09939035753024816,0.1441874668162041,0.11643869250332405,0.14306100836288607,0.09861478195203364,0.09922515198235374,0.16179473625193522,0.10542404567414689,0.14192524285860994,0.15681921183636788,0.1448081462649544,0.07060889759031076,0.09759402563845096,0.14823893018028714,0.15134637119513317,0.0918965906345352,0.10083656691303884,0.07877341335706146,0.12428510596374097,0.08249565861839497,0.11613379898578713,0.1137675709666295,0.13219175395690197,0.15753270444216794,0.1454357720193895,0.10639099678513654,0.11341813180616585,0.09884583880217851,0.10588292063058827,0.07564437485194542,0.13489543917236804,0.09220894719780741,0.1104357318055431,0.15527179117111797,0.10697658260146412,0.16285149604148597,0.16226484915480208,0.13122219154525952,0.09481828415851144,0.1618746239323107,0.16300935463453903,0.13747105514542346,0.14318362747934577,0.1342344519171283,0.10829332554053056,0.08716736421562782,0.14856380441899084,0.11477199365506632,0.07368956518613073,0.16983450438991746,0.0999643967567801,0.12565027360340783,0.1452819862712634,0.17219386775111767,0.09897058897942235,0.09847984882166834,0.10334400231375303,0.08459515178650509,0.07335176737181152,0.16506200611616717,0.1180575000783502,0.1495834115733703,0.0925095050117406]"
Dominik Simon,"[0.14709346418718103,0.09940861893547273,0.14422725279714615,0.11637989282775804,0.14312650191781753,0.09860374880142213,0.09920229269234657,0.1617187647000421,0.10543202202182303,0.14193478719565994,0.15676843370786045,0.14481143466750376,0.07058652593631672,0.09757167719556693,0.14828674140112444,0.15128762512295182,0.09184917688786612,0.10089822477458978,0.078745469708547,0.12420671520498452,0.08251106295917686,0.1160627221945309,0.11370308989146617,0.13225043196354241,0.1575445625196851,0.14552749467250556,0.10637600631465065,0.11341478462327785,0.09887980257671908,0.1058549130601843,0.07562421828668577,0.13493223161957607,0.09224891051809055,0.11049629393329433,0.1552965984139393,0.10700267980248195,0.16290465906094748,0.1622146228090163,0.13115784628970406,0.0948329263599483,0.16193280384555397,0.1630094376292895,0.1373945832001052,0.14312121684372336,0.1341269782472938,0.10819684450784366,0.08716863431419974,0.1485752337929681,0.11475372263777263,0.07366835588828015,0.16974644434847144,0.09998076716656086,0.12564939328352406,0.14533567926734878,0.17222524796083896,0.09900561770244024,0.09849482008547866,0.10330893603158664,0.08463389045735357,0.07338737981152198,0.16508935330119542,0.11813588594118832,0.14959576515596118,0.09256966843582497]"
Zach Aston-Reese,"[0.14702098417789175,0.099259051226164,0.14412148254795942,0.1163873243529535,0.14297625171861456,0.09833844256600678,0.09913566465617978,0.16189762816172262,0.10532805057383678,0.14196851359003296,0.15690730599233985,0.1448866721505287,0.07050852677944602,0.09747784228069961,0.14818571936713446,0.15138419970231715,0.09196882273655993,0.1006146263656219,0.07869556546933587,0.12451893926479508,0.08236548341288431,0.11622869504326103,0.11385957523831162,0.132184436926752,0.15770206736042663,0.145262302525636,0.10632884136967967,0.11337705944295118,0.09885954693550102,0.10586883134979799,0.07547944559278548,0.13491972229463028,0.09214827315833675,0.1102499965336861,0.15529782012592885,0.10692353594969665,0.16280575113387324,0.16237294144659797,0.13139612839702935,0.09477415821183326,0.16194223902392102,0.16304042258305354,0.1374775784071755,0.14336829655949127,0.1344370700805099,0.10854041347280709,0.08693140773499602,0.14863759473461924,0.11477122929187537,0.07360363886947129,0.1699721675343803,0.099990253665773,0.12557047627503423,0.14532669609878213,0.1722679566620846,0.09878036867279157,0.09836147304830851,0.10342047370145445,0.08437326190773863,0.07321520193622925,0.16502713327263901,0.11796545037643523,0.14968939966674819,0.0924290218789686]"
Michael Dal Colle,"[0.14703852883201562,0.09967418842977671,0.1443616179970085,0.11648396679348512,0.14329004922061317,0.09915401910012388,0.09937904652865613,0.16152135616619817,0.10562322188750145,0.14185964513544402,0.15659632553182945,0.14465865874641168,0.07078426578842296,0.09780631945902414,0.14839158476894115,0.15121195629175757,0.09171577371157326,0.10133295054252658,0.07890594925735088,0.12375088804296672,0.08276561409804115,0.11588220895607551,0.11352532932071996,0.13226214837254918,0.15720119733355561,0.14587208757593464,0.10649949734456875,0.11350669693058833,0.09884257976716485,0.10588277685942378,0.07595619956327951,0.13487966481287758,0.09236450603549679,0.1108642735385222,0.1552352135050933,0.10711255540893147,0.1629954551166058,0.16200515825943637,0.1308108392971958,0.09491109000690165,0.16178851800433944,0.16294506918157678,0.13738537272253476,0.14275029612223392,0.13373287243721327,0.10770849376872352,0.08763914184657404,0.14842679802347042,0.11475836109521503,0.07384036184385027,0.16947970576565033,0.09992300098834767,0.12580763907629197,0.1452411284246811,0.17207215180007682,0.09938146839483393,0.09872400695212186,0.10314774087581362,0.08507772773973145,0.07365199590422022,0.16515908512635175,0.11831165825162268,0.14938021258097095,0.09272628529644089]"
Greg McKegg,"[0.14699803098465453,0.09933112173027453,0.14415617884049015,0.11642077876155316,0.14301598034782087,0.098495210062812,0.09918672429210433,0.16185011949484251,0.1053806246099998,0.14194498554920046,0.15686341286580194,0.14484212449165268,0.07056638491788386,0.0975450858005074,0.14821155640464007,0.15136860238768576,0.09193603193055216,0.10073448569155474,0.07874307798508964,0.12439583853971173,0.082436352784883,0.11618340413878682,0.11381464553683486,0.13218153931657842,0.1576040224822292,0.1453521536730539,0.10636582362342896,0.11340113310422496,0.0988492822497944,0.10587843655176256,0.07557471876325032,0.13490281368938875,0.09217872117235013,0.11034810994104241,0.15527907517529005,0.10695036090532735,0.16282646611384147,0.1623188732120214,0.13130489974605178,0.0947964476905264,0.1618970524577317,0.163022922806416,0.13748304908955472,0.14326875694249963,0.1343337310831014,0.10841103779391983,0.08706400434289108,0.14859546167961962,0.11477278340144456,0.07365423412396728,0.16990422184076096,0.0999737417717067,0.1256159130479821,0.14529566690038268,0.17222382414338294,0.0988834721309328,0.09842461569812118,0.10337992777997808,0.08449404306377022,0.07328781871219453,0.1650422445632203,0.11800928167278472,0.14962782217586276,0.0924689083326901]"
Paul Carey,"[0.13663442996238123,0.1186182375835009,0.13167204368239796,0.13353320311345054,0.15606977702752042,0.12228379283132919,0.13392771470494003,0.13155162260797854,0.11963843672967679,0.10271676448735063,0.14433018921250795,0.11695676942167274,0.09556968453590146,0.11127473756115697,0.12236967879105569,0.1438587660384613,0.07752261360568574,0.1310175921937419,0.10057320948398164,0.11543913153218789,0.11026437572302786,0.11755601328571294,0.11589307903818062,0.11576934138841331,0.1404764126904123,0.1314743717918572,0.12867916096797985,0.13910658173162493,0.09892875876360746,0.1197001318014973,0.11022955106769361,0.144538519713261,0.11480362723529008,0.1498661598309604,0.13450890302960364,0.13083663741047954,0.15170662556513984,0.13474314190871686,0.10341851242259226,0.09074369536748454,0.14721329826221002,0.1371845860667908,0.12940179940198823,0.13411526712626587,0.10518325509478309,0.11083952433915477,0.12790275137729437,0.12518526218992668,0.10555027944026778,0.11129188425081503,0.14738730209638984,0.12048377238857164,0.1366872262179405,0.10503597784925957,0.14437737715673574,0.13457242621162774,0.11868486117268746,0.10267625597187478,0.14074067983250785,0.09596308008019695,0.1646907355307279,0.10501790956024543,0.13253188559782314,0.11006394772124421]"
Brendan Smith,"[0.14694303045932827,0.09944492680832777,0.14421713377710504,0.11648550104642458,0.14307128648883893,0.09873253688274905,0.09926392672659134,0.16179340756982047,0.10545594606269745,0.14192763667924188,0.15679905671269062,0.14477922895111267,0.07065443211324,0.09764494259213154,0.14825796898082383,0.15134901636751485,0.09191634124469883,0.10090437043831292,0.0788292308320867,0.12422817366905259,0.08252717369658712,0.11612045802091156,0.11374320286976307,0.13217797555213456,0.15742964661616943,0.14549571695206212,0.10642236071850109,0.11345391587366346,0.09882509627154773,0.10588941778547024,0.07571970149110134,0.1348780666339833,0.09221797119215648,0.11050119870096096,0.15523549872564765,0.10700525705536838,0.16286781032934672,0.16224515709279827,0.1311675590435955,0.09481896072542165,0.1618118920483984,0.16299095560524868,0.13751262827900063,0.14309950196606233,0.13418753988059476,0.10822444977268166,0.08726654500956713,0.14852005643226351,0.11478738150751837,0.07372220249308399,0.169819306088749,0.09994077110824086,0.12568029296413485,0.14524393307284617,0.17215039532066914,0.09904037099973982,0.0985072895439745,0.1032982255663442,0.08468000625736141,0.07338424140469534,0.16506955317958347,0.11806105611295183,0.1495224488569254,0.09251319153111633]"
Tomas Nosek,"[0.14697623321848713,0.09924139625721504,0.14409712284210366,0.11641304291862979,0.14293897237692144,0.0983449830612906,0.09914512154598133,0.16193924590984352,0.10532117633881977,0.1419527479290332,0.15693414049618265,0.1448801839553632,0.07052084939754132,0.09748594414617091,0.14815890508898713,0.1514175168295037,0.09198965991519754,0.10059079192607658,0.0787055791812868,0.12455302566825677,0.08236093301940094,0.11626282062929433,0.11389325019972543,0.1321488770254353,0.15770138809510975,0.14521139737604746,0.10633837119349909,0.11336531251237204,0.09885457729307265,0.1058821553045213,0.07548809108745687,0.13490314471975373,0.0921326059341792,0.11021374077099681,0.1552914457509309,0.1068983545922245,0.1627729792870183,0.1623995579703966,0.13143550231795528,0.09477461609781763,0.16191688858849618,0.1630434551476619,0.13751936309344853,0.1434062837549407,0.13448837176377387,0.10859236693827123,0.086929163783457,0.14863595346611133,0.11477384903878778,0.07361620662175145,0.1700141776562469,0.09998751548452046,0.12557267951374476,0.14530037310460972,0.17225828906077187,0.09876069745523426,0.09835536503963882,0.1034517042579936,0.08434627998271023,0.0732027905440616,0.16500357180378566,0.11792901360464197,0.14968684122585588,0.09240138863648616]"
Colin Miller,"[0.14693927615035812,0.09943406725387537,0.1442052973969699,0.11648540466877931,0.14305934550629806,0.09871939288633184,0.09926289676497871,0.16180207513894126,0.10545261110749644,0.14192375101456076,0.15680993863756792,0.14478264808000277,0.0706516249083797,0.0976441611296742,0.1482445489983429,0.15135650009156848,0.09191362408902465,0.1008864753114002,0.07882272285177477,0.12424416741558998,0.08252539441091364,0.11613423912269649,0.11375932100767308,0.132169095930409,0.1574491342530604,0.1454709202662639,0.10641958950755764,0.11344677169727774,0.09882241489650596,0.10589555144978918,0.07571392538821463,0.1348727896659343,0.09221190515205324,0.1104800176763295,0.15523860823428182,0.10699293249450484,0.16285413439349383,0.16225438333334843,0.13118432199228816,0.09481812837083822,0.16181404474407993,0.1629950209746783,0.137513823458567,0.14312673416347288,0.1342114771375599,0.10824634601874497,0.08725280087420206,0.1485274393503317,0.1147860088350418,0.07372477891854619,0.1698318493101014,0.09994152334789541,0.1256781132787337,0.14524071596001079,0.17215046519852722,0.09902386070171446,0.09850398972349941,0.10331390369079166,0.08466217650703241,0.07337744869446224,0.16506310171033203,0.1180510191696548,0.14953109278604768,0.0925062452472849]"
Alex Tuch,"[0.14704395626778582,0.0991870505787997,0.14408364547913993,0.11635180876576438,0.14293198263862023,0.09821194616926382,0.0990915387384521,0.16194296942253358,0.10528365032456263,0.14197261675852038,0.15694941108624721,0.14491798838066705,0.07046189741008056,0.09742423793847796,0.1481523971419805,0.15140294887925196,0.09198537830757325,0.10052238724508113,0.07864794171641268,0.1246135534193856,0.08231712307132084,0.11627152998719122,0.11390825258016361,0.13217213890893828,0.1578006500062947,0.14517333659433557,0.10630030160136268,0.11333713288946717,0.09888035978280003,0.1058650268609544,0.0754029341558933,0.13493048753355125,0.09212795262965655,0.1101523559550095,0.15532121857248257,0.10687762112720348,0.16277222357045454,0.1624223651944784,0.1314835060183885,0.09476520523724982,0.16198372409668538,0.1630614319191485,0.13747397497825242,0.1434719038358265,0.1345280755066302,0.10865357234832611,0.08681917669795872,0.14868327986921673,0.11475844979008495,0.07357216638422368,0.17002659431867936,0.10000912970275067,0.12553806628850367,0.14534929570380048,0.17230902692254774,0.09868695985419217,0.09831248292221427,0.10347856458698532,0.08426062503817743,0.07316364594281871,0.16499762601675286,0.11793197987777061,0.1497477119813572,0.09240148968007203]"
Shea Theodore,"[0.1470181262940139,0.09911531241547548,0.1440336646396772,0.11635255117927222,0.1428693616009558,0.09806875884093982,0.0990561874341619,0.16202011007770614,0.10523020313052137,0.1419918357852963,0.1570118860187602,0.14495849777553127,0.07041915656604117,0.09736962227643745,0.1481101802930705,0.151444535979913,0.09204131362067311,0.10037913224676624,0.07861963386520686,0.12476878251002708,0.08223938506887109,0.11634375798034417,0.11397501759506087,0.13215364566357887,0.15787909012917178,0.1450488838159308,0.10627289310055023,0.11332255106420587,0.09887038027919845,0.10586703206326717,0.07532166413063227,0.13493097993680714,0.092077826897278,0.11003912551101347,0.15532596511047367,0.10685032569136342,0.1627333090162026,0.16249369392725538,0.1315959616427685,0.09473546479341567,0.1619978355425708,0.1630749148285293,0.13750484218861364,0.14358651157851865,0.13467154946216403,0.10882000475981964,0.08669577465981648,0.14871178577956942,0.11476980862324741,0.07352993137313482,0.17013207159828211,0.10001656402380887,0.12549310821280257,0.14535432769672876,0.17233508220364696,0.09857860955920349,0.09824647281197382,0.10352566232027385,0.08413387344556507,0.07307567137439686,0.16497770287825353,0.11785229639211177,0.149797125514381,0.09233328577643612]"
Jack Roslovic,"[0.14690433966882116,0.0994110333827865,0.14418399875424004,0.11649972998802599,0.14302017582980475,0.09870141858730899,0.09926154658370574,0.16184696931664405,0.10544024192540137,0.14192210413190534,0.1568395549933807,0.14478723394553783,0.07065150633201135,0.09764280892222418,0.14821849772798945,0.15138393515618476,0.09193981884373827,0.10084700520142907,0.07882483710077785,0.12429383830336699,0.08250999491105585,0.1161730338737575,0.11379548124322263,0.13213888407166785,0.15746135091241684,0.1454170743843127,0.10642130575449416,0.11343898812718094,0.09881669917737218,0.10590558981849023,0.07570899177436431,0.13486069920762356,0.09219395229034871,0.11043324720761319,0.15523111746556736,0.10696980216312581,0.1628250772867817,0.1622876745630151,0.1312282781225754,0.09481088532636454,0.1617969334913354,0.16299953151966817,0.13754815848647212,0.1431704870937048,0.13427252241972956,0.10830778018643585,0.08723057311059242,0.1485326890842606,0.11478892839151138,0.07372897072514598,0.16987883075824187,0.0999380948762868,0.12567391022593424,0.1452225732301587,0.1721464619980299,0.09899066350672621,0.0984850883441666,0.10334044896626315,0.08462362174722295,0.07335439371142397,0.16504165775094728,0.11801325044356162,0.1495362981148082,0.09247770123997259]"
Ryan Donato,"[0.147143893363597,0.09966003633894385,0.14436957033808157,0.11639581184489153,0.14330886824775105,0.09918087368189861,0.09936307317164692,0.1614688649362481,0.10564777865480805,0.14182092012426809,0.1565677810810401,0.14465738928309876,0.07077541121305429,0.09781251008388069,0.14839340944141946,0.15116223296995068,0.0916127388381984,0.10142178676479803,0.07884785817036487,0.12364479556115787,0.08283096138795426,0.11584131085755271,0.11350691061505314,0.1322543340691104,0.15726982490717603,0.14589373044772444,0.10650109523389419,0.11344995780365764,0.09890549560518827,0.10588716568401903,0.07596049876368591,0.13489313144398626,0.09242587817471493,0.11085779205131731,0.1552793419005035,0.10704986743811466,0.16298063435285912,0.16197844663794964,0.13076953154081766,0.09495975281827468,0.16185477778556476,0.16295433288722047,0.13730838611012275,0.14276901889051852,0.13364352881963087,0.10762251132243532,0.08763854237578048,0.14846918850349608,0.11470032228930387,0.07387517173917807,0.16937760088218864,0.0999466968832408,0.1258372178813733,0.14527377125810917,0.17210043833364624,0.09939540989199458,0.09875491179880698,0.10320502816045454,0.08509002480654045,0.07373311191171754,0.1651326885781227,0.11840043110279945,0.1494146160496385,0.09282045354656035]"
